"variable","eta_B_waba","eta_W_waba","E_waba","eta_B_int","eta_W_int","E_int","delta_eta_B","E_ratio","class_waba","class_iwaba","V_C","V_R","V_W","delta_E","ICC1","branch","scale_definition","radius_definition","analysis_family","target_label","pair_label","var1","var2","r_between_waba","r_within","r_between_int","weighted_between_waba","weighted_within_waba","weighted_between_int","weighted_within_int","delta_A","dominance_waba","dominance_iwaba","flipped","consistency_rate_waba","consistency_rate_iwaba","n_pairs","n_dominance_flips","pi_R","E_C_int","E_R_int","E_R_het_int","V_R_het","r_R_billard","r_R_billard_defined","r_R_het","r_R_het_defined","statistic","df1","df2","p_value","center","p_adj","reject","estimate","ci_lower","ci_upper","ci_defined","boot_defined_rate","reject_null","notes","stat_name","n_finite","n","K","p","G","radius_prop","mean_eta_B_waba","mean_eta_B_int","mean_delta_eta_B","reclassified","mean_pi_R","mean_E_R_het_int","mean_r_R_billard","mean_r_R_het_signed","T_het","level3_consistency_waba","level3_consistency_iwaba","level2_dominance_flips"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","pi_R","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676421973408352,0.630289646452852,0.682076291073517,TRUE,1,TRUE,"Bootstrap CI for radius share","pi_R::LEAD",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","pi_R","WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849740505489805,0.795955262817232,0.847297251329327,TRUE,1,TRUE,"Bootstrap CI for radius share","pi_R::WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","pi_R","HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665536665246259,0.617542052997905,0.670893582171277,TRUE,1,TRUE,"Bootstrap CI for radius share","pi_R::HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","E_R_het","COHES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0528053832133061,0.0613550681498035,0.0761386754259633,TRUE,1,TRUE,"Bootstrap CI for heterogeneity-focused dispersion index","E_R_het::COHES",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","E_R_het","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0530277981502764,0.0614280857313223,0.0779770139429461,TRUE,1,TRUE,"Bootstrap CI for heterogeneity-focused dispersion index","E_R_het::LEAD",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","E_R_het","WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0559363930986104,0.0642532477914679,0.0788807022203724,TRUE,1,TRUE,"Bootstrap CI for heterogeneity-focused dispersion index","E_R_het::WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","E_R_het","HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119551642274607,0.125509718481593,0.156937402584683,TRUE,1,TRUE,"Bootstrap CI for heterogeneity-focused dispersion index","E_R_het::HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","COHES--LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00394874709161173,-0.0122734873032745,0.00902754013504062,TRUE,1,FALSE,"Bootstrap CI for pairwise dominance contrast","delta_A::COHES--LEAD",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","COHES--WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0328344925257949,0.0257921566867731,0.0386448476022432,TRUE,1,TRUE,"Bootstrap CI for pairwise dominance contrast","delta_A::COHES--WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","COHES--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0441453225487742,0.037759636756662,0.0460511239933758,TRUE,1,TRUE,"Bootstrap CI for pairwise dominance contrast","delta_A::COHES--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","LEAD--WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0144533146075117,-0.0212823985258459,-0.00213010326192171,TRUE,1,TRUE,"Bootstrap CI for pairwise dominance contrast","delta_A::LEAD--WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","LEAD--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291233435017795,0.0232259171729006,0.031253342265985,TRUE,1,TRUE,"Bootstrap CI for pairwise dominance contrast","delta_A::LEAD--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","delta_A","WBEING--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255554952620176,0.0193952772378525,0.0275698955428497,TRUE,1,TRUE,"Bootstrap CI for pairwise dominance contrast","delta_A::WBEING--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","COHES--LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220599895170689,0.102728344751528,0.395993859580942,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::COHES--LEAD",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","COHES--WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24432464315222,0.0191873183151276,0.344288437323112,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::COHES--WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","COHES--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262477723985489,0.0232115232055704,0.314738895182133,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::COHES--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","LEAD--WBEING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244841999012785,0.0961947032466764,0.39850641489483,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::LEAD--WBEING",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","LEAD--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223736408535547,0.0106794706945071,0.301341154242629,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::LEAD--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","r_R_het","WBEING--HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362822116208504,0.106933372590751,0.398440642988346,TRUE,1,TRUE,"Bootstrap CI for signed heterogeneity-based radius correlation","r_R_het::WBEING--HRS",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original_scale_sd_radius","Original scale","Population within-company SD","summary","original_scale_sd_radius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7382,99,4,3.35077975615814,0.701562002646644,0.305835209917075,0.553578733911705,0.247743523994629,0,0.759828603457441,0.0703303041842,0.986442419473642,0.259800464344205,0.0690841874974267,1,0.333333333333333,4
