"branch","selection_rule","pair_label","var1","var2","delta_A","dominance_waba","dominance_iwaba","flipped","r_R_billard","r_R_het","r_R_het_defined","delta_A_estimate","delta_A_ci_lower","delta_A_ci_upper","delta_A_ci_defined","delta_A_n_finite","delta_A_boot_defined_rate","delta_A_reject_null","delta_A_p_value","delta_A_q_value","delta_A_q_le_0_05","delta_A_q_le_0_10","r_R_het_estimate","r_R_het_ci_lower","r_R_het_ci_upper","r_R_het_ci_defined","r_R_het_n_finite","r_R_het_boot_defined_rate","r_R_het_reject_null","r_R_het_p_value","r_R_het_q_value","r_R_het_q_le_0_05","r_R_het_q_le_0_10","bootstrap_B","bootstrap_seed","checkpoint_file","checkpoint_every"
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_45","Probe_5308","Probe_45",0.325221406081832,"Between","Between",FALSE,0.791604874162603,0.385009481856755,TRUE,0.325221406081832,0.254864341521779,0.390739979308147,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.385009481856755,-0.10406296164473,0.684825351564974,TRUE,399,1,FALSE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_7185","Probe_5308","Probe_7185",0.325221406081832,"Between","Between",FALSE,0.791604874162603,0.385009481856755,TRUE,0.325221406081832,0.254864341521779,0.390739979308147,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.385009481856755,-0.10406296164473,0.684825351564974,TRUE,399,1,FALSE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_5998","Probe_5308","Probe_5998",0.608691847907402,"Between","Between",FALSE,0.85293596514855,0.616982311693114,TRUE,0.608691847907402,0.489972286162059,0.71495200650205,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.616982311693114,0.26457022782126,0.834234342150149,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_13266","Probe_5308","Probe_13266",0.649209516896825,"Between","Between",FALSE,0.955888999891807,0.907310041623773,TRUE,0.649209516896825,0.558484001992363,0.729622235473154,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.907310041623773,0.741951374475251,0.971972396949671,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_46","Probe_5308","Probe_46",0.293451134538324,"Between","Between",FALSE,0.675793966372967,-0.0958297672314174,TRUE,0.293451134538324,0.23615870008557,0.349769998743244,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,-0.0958297672314174,-0.299833169676072,0.282022235797137,TRUE,399,1,FALSE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_7186","Probe_5308","Probe_7186",0.293451134538324,"Between","Between",FALSE,0.675793966372967,-0.0958297672314174,TRUE,0.293451134538324,0.23615870008557,0.349769998743244,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,-0.0958297672314174,-0.299833169676072,0.282022235797137,TRUE,399,1,FALSE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_6731","Probe_5308","Probe_6731",0.391273639267242,"Between","Between",FALSE,0.608588048137922,-0.448150610626971,TRUE,0.391273639267242,0.323729326182808,0.464785609144351,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,-0.448150610626971,-0.567802771340488,0.05578765200996,TRUE,399,1,FALSE,1,1,FALSE,FALSE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_3597","Probe_5308","Probe_3597",0.572026660139836,"Between","Between",FALSE,0.936637453691064,0.847476768875688,TRUE,0.572026660139836,0.49409389348472,0.662649254656039,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.847476768875688,0.712157692557813,0.926159790648063,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_5729","Probe_5308","Probe_5729",0.564129920312004,"Between","Between",FALSE,0.766149485464962,0.279602090214745,TRUE,0.564129920312004,0.486285549340954,0.649794673766789,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.279602090214745,0.0849703131210274,0.644728408329807,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_1995","Probe_5308","Probe_1995",0.545938960947861,"Between","Between",FALSE,0.986302822507956,0.980966152692361,TRUE,0.545938960947861,0.434527673264854,0.666251284930702,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.980966152692361,0.931341416681101,0.992045012250733,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_4454","Probe_5308","Probe_4454",0.538669970126828,"Between","Between",FALSE,0.788975984253601,0.369315498298397,TRUE,0.538669970126828,0.450383945565448,0.638559732399384,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.369315498298397,0.134036413941334,0.690070653515443,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
"top25","Top 25 probes ranked by the same one-way ANOVA F statistic used for the top-50 branch.","Probe_5308--Probe_4614","Probe_5308","Probe_4614",0.56332393378025,"Between","Between",FALSE,0.949577590911594,0.895826850570056,TRUE,0.56332393378025,0.453283598082215,0.685749562924359,TRUE,399,1,TRUE,0.005,0.00672645739910314,TRUE,TRUE,0.895826850570056,0.809253474537589,0.948650644316028,TRUE,399,1,TRUE,0.005,0.00666666666666667,TRUE,TRUE,399,20260322,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_pairwise_fdr_top25_checkpoint_v1.rds",25
