"branch","n","p","K","G","radius_prop","mean_eta_B_waba","mean_eta_B_int","mean_delta_eta_B","reclassified","mean_pi_R","mean_E_R_het_int","T_het","mean_r_R_billard","mean_r_R_het_signed","mean_abs_r_between_waba","mean_abs_r_between_int","mean_abs_weighted_between_waba","mean_abs_weighted_between_int","mean_abs_weighted_within_waba","mean_abs_weighted_within_int","consistency_rate_waba","consistency_rate_iwaba"
"top50",198,50,14,1.13854349886448,0.121684853501565,0.840128952994874,0.855925626286077,0.0157966732912031,0,0.122382027021768,0.32895032113841,1.71368915315207,0.819650749729015,0.520424581094857,0.774378026348036,0.773201447224312,0.546660858363063,0.56657320114113,0.108136259829179,0.0984320417524324,0.975510204081633,0.979591836734694
