"branch","n","p","K","G","radius_prop","mean_eta_B_waba","mean_eta_B_int","mean_delta_eta_B","positive_delta_eta_count","positive_delta_eta_prop","reclassified_count","reclassified_prop","mean_pi_R","mean_E_R_het_int","T_het","bf_raw_p_lt_alpha_count","bf_bh_reject_count","bf_bh_reject_prop","mean_within_group_sd_min","mean_within_group_sd_max","mean_within_group_sd_ratio"
"all_genes",198,16063,14,1.79023697471003,0.441414732168642,0.527693460174507,0.654856253078473,0.127162792903967,16063,1,6640,0.413372346386105,0.471128178387628,0.308665951270903,1144.47409777438,14054,13908,0.865840752038847,0.393226182754147,1.2263945995139,3.11880198547374
