"variable","bf_statistic","bf_p_value","bf_p_adj","bf_reject","eta_B_waba","eta_B_int","delta_eta_B","class_waba","class_iwaba","reclassified","pi_R","E_R_het_int","V_R_het"
"Probe_1545",3.3479769651738,0.000128065326558735,0.000260658051256077,TRUE,0.65407356884859,0.72073880552065,0.0666652366720605,"Equivocal","Equivocal",FALSE,0.308353213018091,0.255731487051988,0.0372312838433951
"Probe_1546",3.30139890614332,0.000154376457154215,0.000307127697704751,TRUE,0.548149277977735,0.657829688068064,0.109680410090329,"Within","Equivocal",TRUE,0.436952315126379,0.322992465764814,0.0726095315630977
"Probe_1547",2.41965253660501,0.00488545850089783,0.00676684658962851,TRUE,0.70461009099661,0.754215924021535,0.0496058330249245,"Equivocal","Equivocal",FALSE,0.252652814912923,0.227386028863374,0.025902954349834
"Probe_1548",2.56156468599557,0.00284414341505546,0.00413930195488229,TRUE,0.428546933540124,0.598561438979799,0.170014505439674,"Within","Within",FALSE,0.597048614980102,0.290866613285213,0.0687169484254161
"Probe_1549",3.71695980889799,2.89297939477517e-05,6.98165985851467e-05,TRUE,0.428633828518605,0.598599886609557,0.169966058090952,"Within","Within",FALSE,0.596929103323947,0.2600529926182,0.0549237524451021
"Probe_1550",3.43688540490201,8.95845952332275e-05,0.00018931684689269,TRUE,0.744871545996387,0.782531591214479,0.0376600452180916,"Equivocal","Equivocal",FALSE,0.211012604978481,0.226844081950761,0.0227917829845409
"Probe_1551",1.71269684759651,0.0612688889885297,0.068934695092227,FALSE,0.415793901156165,0.592992910669791,0.177199009513626,"Within","Within",FALSE,0.614604250715979,0.217852537629596,0.0390564176144546
"Probe_1552",6.43842376552275,5.31555466309896e-10,5.48738782476598e-09,TRUE,0.54034760553711,0.653581251022975,0.113233645485865,"Within","Equivocal",TRUE,0.446998950138308,0.324804991544091,0.0743181157496591
"Probe_1553",4.63114370703083,7.11736261149731e-07,2.71558659450074e-06,TRUE,0.338592498863844,0.562486071108343,0.2238935722445,"Within","Within",FALSE,0.720216785422448,0.227683500426344,0.0456648103430391
"Probe_1554",1.93446478815333,0.028786473179736,0.0343483225884787,TRUE,0.352224880451113,0.567466991437132,0.215242110986019,"Within","Within",FALSE,0.701802961322461,0.17399333573957,0.0263839278240491
"Probe_1555",1.9793187165735,0.0245853770134921,0.0297017833158636,TRUE,0.401803896250226,0.58705462051105,0.185250724260825,"Within","Within",FALSE,0.633878773601335,0.256848131331367,0.0550407951682745
"Probe_1556",1.75676537108805,0.0529174782550395,0.0602632721170293,FALSE,0.443329895616433,0.605200275467584,0.161870379851151,"Within","Within",FALSE,0.576748638247582,0.189326897931443,0.0286542588550364
"Probe_1557",2.05352004286371,0.0188777926860719,0.0233185161424464,TRUE,0.556538162854371,0.66245683778069,0.105918674926319,"Within","Equivocal",TRUE,0.426229264050735,0.191928907431699,0.0252986789045385
"Probe_1558",2.7342683347197,0.00145820073994873,0.00226792007027464,TRUE,0.437204268554533,0.602425460213973,0.16522119165944,"Within","Within",FALSE,0.58515175326411,0.242910961950907,0.0474858872343024
"Probe_1559",2.37067152943651,0.00587706796893728,0.00799768962496288,TRUE,0.362791595825928,0.571448986520371,0.208657390694443,"Within","Within",FALSE,0.687427062486974,0.277406804036501,0.0664884479898796
"Probe_1560",1.70510517370364,0.062822963520069,0.0705090317931015,FALSE,0.413217423952268,0.591885853817617,0.178668429865349,"Within","Within",FALSE,0.618153591196726,0.262843848341047,0.0570010509398369
"Probe_1561",2.36942456596914,0.00590469935064841,0.00803177134544779,TRUE,0.589473000441529,0.681212998209038,0.0917399977675095,"Within","Equivocal",TRUE,0.38497828835467,0.216151998648877,0.0303329345031987
"Probe_1562",1.79953005977974,0.0458212473390595,0.0526862345030288,FALSE,0.503289082692108,0.634124433033108,0.130835350341,"Within","Equivocal",TRUE,0.49561940635629,0.286062166339972,0.0607950319982648
"Probe_1563",3.47354825058072,7.72914734044061e-05,0.000166212478982728,TRUE,0.396139546535603,0.584701299222805,0.188561752687202,"Within","Within",FALSE,0.641680163544454,0.226581572395865,0.0430641248869903
"Probe_1564",4.93098465217308,2.11996908250356e-07,9.50141277127641e-07,TRUE,0.656136448866493,0.722061049106712,0.0659246002402187,"Equivocal","Equivocal",FALSE,0.306005242406302,0.357646382852387,0.0724754581307885
"Probe_1565",2.1317574195431,0.0142316283580406,0.0179620213966533,TRUE,0.354194046403541,0.568201062455828,0.214007016052288,"Within","Within",FALSE,0.69913005990586,0.223650503877884,0.0435234929739747
"Probe_1566",4.32630739507202,2.44700364304684e-06,8.04016670505766e-06,TRUE,0.338259293144468,0.562366544039222,0.224107250894754,"Within","Within",FALSE,0.720664682409683,0.247747749958209,0.0540814830623892
"Probe_1567",3.93903386788362,1.176895147037e-05,3.16923164238984e-05,TRUE,0.477310395178323,0.621201709290485,0.143891314112162,"Within","Equivocal",TRUE,0.530467186692793,0.275653688887494,0.0583773356873694
"Probe_1568",2.30617101790622,0.00748369815269245,0.00999174161970733,TRUE,0.510844380496852,0.637993915476206,0.127149534979354,"Within","Equivocal",TRUE,0.485594574554724,0.231164009388331,0.0392923725769782
"Probe_1569",2.32387980014912,0.00700464574285575,0.00940806645458787,TRUE,0.479245747435777,0.622143925777348,0.142898178341571,"Within","Equivocal",TRUE,0.527852773033719,0.222104797016152,0.0378085539657292
"Probe_1570",1.80077652919056,0.0456281895679994,0.0524943137824649,FALSE,0.458722689677302,0.612321359470483,0.153598669793181,"Within","Equivocal",TRUE,0.555703853445245,0.45524913882198,0.162814043576134
"Probe_1571",3.58772449675281,4.87723166218146e-05,0.000110891802802411,TRUE,0.5561341555492,0.662232595828313,0.106098440279113,"Within","Equivocal",TRUE,0.426743749862235,0.326504715754118,0.0732619906148782
"Probe_1572",2.55668997213751,0.00289786201514763,0.00421023494476451,TRUE,0.430618780572335,0.599480008594752,0.168861228022416,"Within","Within",FALSE,0.594199593101439,0.296908258417552,0.0714451333499292
"Probe_1573",3.5357403265922,6.01550301722042e-05,0.00013329704092373,TRUE,0.650015473665935,0.718148603171173,0.0681331295052384,"Equivocal","Equivocal",FALSE,0.312990402038901,0.410152526467372,0.0966559688908995
"Probe_1574",2.74628807299418,0.001391474934062,0.00217488195639174,TRUE,0.387711169698199,0.581254353385451,0.193543183687251,"Within","Within",FALSE,0.653278472729166,0.238371822813652,0.0480359397847514
"Probe_1575",2.81332087076181,0.00107080708222285,0.00171797584516037,TRUE,0.503177211540829,0.634067513156931,0.130890301616102,"Within","Equivocal",TRUE,0.495768242258323,0.227429058996169,0.0384330309762048
"Probe_1576",3.52196031012839,6.35923272616079e-05,0.00013996760109663,TRUE,0.558086035773079,0.663317285840168,0.10523125006709,"Within","Equivocal",TRUE,0.424259949278732,0.294725154723047,0.0595065271361415
"Probe_1577",0.466481843405142,0.94078698340583,0.941021316050056,FALSE,0.203731787467015,0.523060507894642,0.319328720427627,"Within","Within",FALSE,0.885024564618507,0.158948154797779,0.0240935683385285
"Probe_1578",1.59939571652341,0.088475736517029,0.0970357610045771,FALSE,0.337672307323383,0.562156239613546,0.224483932290162,"Within","Within",FALSE,0.721453437896785,0.179241085663191,0.0283203631221442
"Probe_1579",2.95158207019043,0.000621592837427687,0.00105401095192663,TRUE,0.51759348519553,0.641492707930674,0.123899222735145,"Within","Equivocal",TRUE,0.476685837214119,0.223277692257095,0.0363128489512735
"Probe_1580",2.14960969396746,0.0133359895897135,0.0169514917131889,TRUE,0.318979172891236,0.555632001314157,0.236652828422921,"Within","Within",FALSE,0.746369506893463,0.344574627915414,0.106112356519635
"Probe_1581",2.23068661697243,0.00990396181554398,0.0129076948189114,TRUE,0.636198819214462,0.709437967299579,0.0732391480851168,"Equivocal","Equivocal",FALSE,0.328959249197323,0.178304925654679,0.0188290277928786
"Probe_1582",2.52680450741694,0.00324948599959862,0.00467375480046138,TRUE,0.272162096646702,0.540788072971226,0.268625976324524,"Within","Within",FALSE,0.806455862257923,0.255030868172597,0.0599188755694462
"Probe_1583",2.91168686940924,0.000727549527484328,0.00121432128636542,TRUE,0.13259839771388,0.509836962188931,0.37723856447505,"Within","Within",FALSE,0.949044816974781,0.272550156229598,0.0726089354554339
"Probe_1584",2.70332263641696,0.00164476954655157,0.00253161491244326,TRUE,0.693140900233533,0.746418752257475,0.0532778520239419,"Equivocal","Equivocal",FALSE,0.264959308962524,0.247112936189125,0.0315663309434548
"Probe_1585",5.1255658883354,9.68612479113062e-08,4.85454672449083e-07,TRUE,0.737414309776629,0.777174884085294,0.039760574308665,"Equivocal","Equivocal",FALSE,0.218542314982594,0.318659759713879,0.0460924649315582
"Probe_1586",2.49573941372748,0.00365898236842599,0.0052035620880059,TRUE,0.61545967991217,0.69667605690964,0.0812163769974701,"Equivocal","Equivocal",FALSE,0.353445616033459,0.334284210250979,0.0690670281121849
"Probe_1587",6.63653628019186,2.45860332093173e-10,2.86593215849974e-09,TRUE,0.496971449900365,0.630927216678493,0.133955766778127,"Within","Equivocal",TRUE,0.504042110189926,0.417946006917899,0.130872243930966
"Probe_1588",2.17955016160441,0.011953552682707,0.0153191253185195,TRUE,0.384270888137739,0.579866263515363,0.195595375377624,"Within","Within",FALSE,0.658007649467414,0.391836768648592,0.130203357020521
"Probe_1589",2.23355369073055,0.00979964706307523,0.0127883443638133,TRUE,0.488342897681532,0.626617113944036,0.138274216262504,"Within","Equivocal",TRUE,0.515601279964779,0.224946942903137,0.0383392164577109
"Probe_1590",4.32331063302197,2.47691930688188e-06,8.12306141822041e-06,TRUE,0.411290178360387,0.591061714172844,0.179771535812457,"Within","Within",FALSE,0.620808829280259,0.274075979200376,0.062095565309877
"Probe_1591",2.81375894304212,0.00106897129574368,0.00171520187029575,TRUE,0.251125579557613,0.534828726702618,0.283703147145005,"Within","Within",FALSE,0.831997649405541,0.251802602723362,0.0591059722390129
"Probe_1592",4.23250301487596,3.57970157049969e-06,1.11478763720311e-05,TRUE,0.728496791475775,0.770836512515827,0.0423397210400529,"Equivocal","Equivocal",FALSE,0.227655465092883,0.259931310352699,0.0315472692326753
"Probe_1593",2.353635183209,0.00626563360234966,0.0084795970809029,TRUE,0.518403111575619,0.64191509691837,0.123511985342751,"Within","Equivocal",TRUE,0.475620180364362,0.20737715579951,0.0312891395933252
"Probe_1594",3.24156521954158,0.000196176878940579,0.00037893088100319,TRUE,0.436090499762225,0.601924565435934,0.16583406567371,"Within","Within",FALSE,0.586681033949907,0.27028393954831,0.0588616913574364
"Probe_1595",3.17079523220376,0.000260287009336002,0.00048644447131637,TRUE,0.680974825425496,0.738276485547228,0.057301660121732,"Equivocal","Equivocal",FALSE,0.278228921113652,0.259861725750111,0.0360306284238913
"Probe_1596",1.81480102918577,0.0435070720561407,0.050223075705195,FALSE,0.368794653932413,0.573758024941563,0.20496337100915,"Within","Within",FALSE,0.67922767475947,0.452307822858724,0.175864508645628
"Probe_1597",2.91535761524537,0.000717099715243474,0.00119862359271133,TRUE,0.550891078553633,0.659335296572067,0.108444218018434,"Within","Equivocal",TRUE,0.433438399000602,0.395244945806,0.108259661823881
"Probe_1598",3.87317070499151,1.53696966747052e-05,4.00200093509143e-05,TRUE,0.417600297945868,0.593772684998242,0.176172387052374,"Within","Within",FALSE,0.61211611999572,0.258403527389048,0.0548495225386254
"Probe_1599",1.10161335295248,0.360054139269386,0.367232817263582,FALSE,0.487043939040961,0.625973934538311,0.13892999549735,"Within","Equivocal",TRUE,0.517346712937183,0.150278792177026,0.0171395886471808
"Probe_1600",1.92897541639469,0.0293445529559682,0.0349830454305861,TRUE,0.438072166072157,0.60281655341153,0.164744387339373,"Within","Within",FALSE,0.58396035683402,0.345795003031704,0.0961390192158506
"Probe_1601",5.02583527640479,1.44669489166027e-07,6.83277272706232e-07,TRUE,0.645042267261548,0.714994011508181,0.0699517442466328,"Equivocal","Equivocal",FALSE,0.31870621300896,0.242899220142833,0.0342773295235376
"Probe_1602",2.01768628793469,0.0214567533988201,0.0262118662898508,TRUE,0.559585328978186,0.664152709652156,0.10456738067397,"Within","Equivocal",TRUE,0.422355226476732,0.296073927730639,0.0599062707405489
"Probe_1603",7.68932054872487,4.39204228541712e-12,8.98718155804525e-11,TRUE,0.772043644483947,0.802488760968155,0.0304451164842082,"Equivocal","Between",TRUE,0.184274485243295,0.364323400385131,0.0533459297265648
"Probe_1604",3.34675873906796,0.000128693150848402,0.000261637524626995,TRUE,0.487451787413198,0.626175720649757,0.138723933236558,"Within","Equivocal",TRUE,0.516798535309572,0.339593148216933,0.0874775266845782
"Probe_1605",2.90729037297626,0.0007402630059965,0.00123349011051056,TRUE,0.490078179979922,0.627478656597311,0.13740047661739,"Within","Equivocal",TRUE,0.513271666800944,0.30030480076636,0.0681770549933092
"Probe_1606",2.18754482849089,0.0116082808038027,0.0149135259178983,TRUE,0.291162421261834,0.546551727318866,0.255389306057032,"Within","Within",FALSE,0.78254334996633,0.219327335083634,0.043804040370541
"Probe_1607",4.89602144477545,2.44095480939066e-07,1.07746790610723e-06,TRUE,0.27846953380676,0.542661546794158,0.264192012987397,"Within","Within",FALSE,0.798599476677641,0.267868962371197,0.0658553228935157
"Probe_1608",3.47831040365292,7.58230604744892e-05,0.000163526560204313,TRUE,0.57186871803669,0.671070536317927,0.099201818281237,"Within","Equivocal",TRUE,0.406855284738932,0.351194317939865,0.082582728887653
"Probe_1609",4.1521789600056,4.95839424941025e-06,1.48594564978128e-05,TRUE,0.659777973731111,0.724404294169097,0.0646263204379863,"Equivocal","Equivocal",FALSE,0.301875769507789,0.273543451468758,0.0420403288369011
"Probe_1610",1.99800689028155,0.0230112991150968,0.0279536033945247,TRUE,0.434089196659435,0.601027327724648,0.166938131065213,"Within","Within",FALSE,0.589429952994673,0.273651254096881,0.0604672294916842
"Probe_1611",1.62721740896603,0.0809478355965774,0.0892977874588162,FALSE,0.573050421934704,0.671742949852553,0.0986925279178489,"Within","Equivocal",TRUE,0.405374171345104,0.190335561956485,0.0242080688300257
"Probe_1612",6.49254631529858,4.30416813301804e-10,4.58473824407618e-09,TRUE,0.7333257530967,0.774259758695815,0.0409340055991159,"Equivocal","Equivocal",FALSE,0.222705815089584,0.388064284311589,0.069257952948069
"Probe_1613",1.8579339191558,0.0375409454920441,0.0438496369574393,TRUE,0.345047235021939,0.564822419507249,0.21977518448531,"Within","Within",FALSE,0.71151893909227,0.263075400493315,0.0606609255384503
"Probe_1614",4.76119845101139,4.20668412659531e-07,1.72070198944488e-06,TRUE,0.708867617898208,0.757140468682763,0.0482728507845549,"Equivocal","Equivocal",FALSE,0.248134676033186,0.266168726897532,0.0350682444059803
"Probe_1615",1.83548185186194,0.0405448349405371,0.0470436061578913,TRUE,0.395532845418545,0.584450988143128,0.188918142724583,"Within","Within",FALSE,0.642515507992002,0.302805236305766,0.0769556600834227
"Probe_1616",1.59921097895132,0.0885277292523832,0.0970861551840671,FALSE,0.425453150538322,0.597197011618807,0.171743861080484,"Within","Within",FALSE,0.601304794153662,0.237336062550431,0.0458993883010066
"Probe_1617",1.80635246286055,0.0447737050114427,0.0515518617732639,FALSE,0.645862222134532,0.715512630300335,0.0696504081658035,"Equivocal","Equivocal",FALSE,0.317761331269981,0.35396513027968,0.0726587183106243
"Probe_1618",1.39752457310143,0.163834889808309,0.173239407214197,FALSE,0.558006770570233,0.663273172583703,0.10526640201347,"Within","Equivocal",TRUE,0.424360725307393,0.193503466866454,0.0256544964126016
"Probe_1619",2.29112351784562,0.00791545923210446,0.0105192373331095,TRUE,0.482358196932064,0.6236661438561,0.141307946924036,"Within","Equivocal",TRUE,0.523654009761207,0.30410703824317,0.0706051661755789
"Probe_1620",4.40476272438697,1.78033420072943e-06,6.10796844645809e-06,TRUE,0.613682447153899,0.695599853326466,0.0819174061725663,"Equivocal","Equivocal",FALSE,0.355572372461131,0.286929152701147,0.0510637733699064
"Probe_1621",1.3315511888575,0.197882588401519,0.207087628998215,FALSE,0.523915609091777,0.644806213727138,0.120890604635361,"Within","Equivocal",TRUE,0.468382235503317,0.247950891902938,0.0443789727972347
"Probe_1622",3.64778794895501,3.82657152901977e-05,8.93144703147989e-05,TRUE,0.668882653890202,0.73031411583339,0.0614314619431882,"Equivocal","Equivocal",FALSE,0.291636932395197,0.207178813879947,0.0235993180790751
"Probe_1623",3.16403374313825,0.000267404185755216,0.000498408979821304,TRUE,0.295829755218209,0.548022309280647,0.252192554062438,"Within","Within",FALSE,0.776562621254289,0.281626705502017,0.0720069346453442
"Probe_1624",2.27508541790264,0.00840205043809306,0.0110988598838066,TRUE,0.653500247600602,0.720371988311584,0.0668717407109819,"Equivocal","Equivocal",FALSE,0.30900687973651,0.211836100420014,0.0255804497015624
"Probe_1625",5.33845393500349,4.12321574660979e-08,2.32308714618706e-07,TRUE,0.738819088769872,0.77818004108336,0.0393609523134876,"Equivocal","Equivocal",FALSE,0.217117545956965,0.296165469394305,0.0396337998063694
"Probe_1626",1.71839834318238,0.0601247691442433,0.0677786067592005,FALSE,0.517486274326585,0.641436817998053,0.123950543671467,"Within","Equivocal",TRUE,0.476827001200715,0.335571225086296,0.0820360811794496
"Probe_1627",1.55138961705398,0.102927680201609,0.111809516945861,FALSE,0.466921375554643,0.616200520529755,0.149279144975112,"Within","Equivocal",TRUE,0.544545592525032,0.25024820083253,0.0487237906951132
"Probe_1628",8.77033253353703,8.03801469828613e-14,2.86921400219045e-12,TRUE,0.614343147873597,0.695999620035056,0.0816564721614592,"Equivocal","Equivocal",FALSE,0.354781215493969,0.326481079919368,0.0660258467051532
"Probe_1629",1.15699495393997,0.314635496713249,0.322485323105215,FALSE,0.44354720756009,0.605299333458263,0.161752125898173,"Within","Within",FALSE,0.576450790522259,0.254377020793791,0.0517149496673862
"Probe_1630",4.73439224070735,4.68797605401861e-07,1.89250965960545e-06,TRUE,0.542783345211776,0.654901969071255,0.112118623859479,"Within","Equivocal",TRUE,0.443854785690712,0.408402322501745,0.117058896551198
"Probe_1631",1.66851070138,0.0708260192962893,0.0788794528153848,FALSE,0.29648182469277,0.548229473070661,0.251747648377891,"Within","Within",FALSE,0.775723969481672,0.259053062032095,0.0609004147995011
"Probe_1632",2.40723783075626,0.00512023827229935,0.007063413549291,TRUE,0.416548022850308,0.593318084263199,0.176770061412891,"Within","Within",FALSE,0.613565483111856,0.288394286257909,0.0683928588178055
"Probe_1633",1.43741262189691,0.145692792296536,0.155056206364491,FALSE,0.311118950261622,0.552989526046396,0.241870575784773,"Within","Within",FALSE,0.756712939077904,0.443078128563852,0.176420071535294
"Probe_1634",2.59492972475692,0.0025016875961007,0.00368970781894826,TRUE,0.382531695031527,0.579168708075917,0.19663701304439,"Within","Within",FALSE,0.660397045574404,0.2360018680448,0.0473065943014568
"Probe_1635",2.30681056091854,0.00746586014026329,0.00997206980151748,TRUE,0.378198438704081,0.577442950958107,0.199244512254026,"Within","Within",FALSE,0.666345684895426,0.169052376636494,0.0243672859119048
"Probe_1636",3.75167274417148,2.51389408358893e-05,6.16969910843224e-05,TRUE,0.656741080210792,0.722449308705042,0.0657082284942493,"Equivocal","Equivocal",FALSE,0.305318238809608,0.213369702039877,0.0257598310260006
"Probe_1637",1.97912068017569,0.024602587886598,0.0297203406198709,TRUE,0.416885157556106,0.593463622514725,0.176578464958619,"Within","Within",FALSE,0.613101113957796,0.235976653738808,0.0457749479825405
"Probe_1638",3.94210550790333,1.1623317069942e-05,3.13474382294289e-05,TRUE,0.550214154727122,0.658962970024264,0.108748815297143,"Within","Equivocal",TRUE,0.434305124866912,0.44683621622512,0.138514503358025
"Probe_1639",1.46290122530463,0.135005082787073,0.14441839669744,FALSE,0.349479507623709,0.566449694999098,0.216970187375388,"Within","Within",FALSE,0.705524336975731,0.134294098469336,0.0157522344897449
"Probe_1640",3.55794061544414,5.50020282399366e-05,0.000123221419751479,TRUE,0.635361572350703,0.708915497096242,0.0735539247455388,"Equivocal","Equivocal",FALSE,0.329935827232151,0.247635470343443,0.0363833733048307
"Probe_1641",1.46954320130468,0.132331539848419,0.141699988306457,FALSE,0.553353886654122,0.660693262654179,0.107339376000057,"Within","Equivocal",TRUE,0.430289646048504,0.30748550918056,0.0652655963768669
"Probe_1642",2.77555768061181,0.00124126967068194,0.00196032983189107,TRUE,0.496707798400117,0.630794549512402,0.134086751112284,"Within","Equivocal",TRUE,0.504394376738377,0.30694925279493,0.0706140985899187
"Probe_1643",3.96233927363627,1.07079365119223e-05,2.91330596529484e-05,TRUE,0.653589132700904,0.720428839050607,0.0668397063497029,"Equivocal","Equivocal",FALSE,0.308905506573761,0.28118483604008,0.0450613237033478
"Probe_1644",6.56341175605678,3.26645932524627e-10,3.63209532561577e-09,TRUE,0.661215106718916,0.725332272846579,0.0641171661276631,"Equivocal","Equivocal",FALSE,0.300251456204788,0.327563184426128,0.0600815479285731
"Probe_1645",0.712150291037732,0.749951728747287,0.75187084127248,FALSE,0.287853494965008,0.545522189574911,0.257668694609904,"Within","Within",FALSE,0.786759205004101,0.403625870342929,0.148660241182734
"Probe_1646",2.56230667661307,0.00283605244632867,0.00412977159327146,TRUE,0.299573661833765,0.54921745124454,0.249643789410774,"Within","Within",FALSE,0.771737428755267,0.243639638284344,0.0537601284299589
"Probe_1647",4.8897043504884,2.50395143175375e-07,1.10073814581994e-06,TRUE,0.615573177950678,0.696744878968732,0.0811717010180542,"Equivocal","Equivocal",FALSE,0.353309947416439,0.360360900462343,0.0802447592781459
"Probe_1648",2.90255359348173,0.000754205477671022,0.00125463987032204,TRUE,0.341564354778962,0.563556823275624,0.221992468496662,"Within","Within",FALSE,0.716217119920295,0.276534783482626,0.0672086872447339
"Probe_1649",2.24693712401063,0.00932651386911321,0.0122205556961877,TRUE,0.521941818558314,0.64376798267063,0.121826164112316,"Within","Equivocal",TRUE,0.470970239939352,0.271432406562192,0.0533338869210799
"Probe_1650",1.74062060860316,0.0558483850773832,0.0633405782318722,FALSE,0.363744488304075,0.571813250899136,0.208068762595061,"Within","Within",FALSE,0.686126958938164,0.233497052848359,0.0470682886906391
"Probe_1651",4.22173209090058,3.73955136667714e-06,1.15895067727059e-05,TRUE,0.595097735580768,0.684510235979199,0.0894125003984303,"Within","Equivocal",TRUE,0.378074841858738,0.250453619215611,0.0403081776340758
"Probe_1652",1.71397945044198,0.0610098001476699,0.0686611377966805,FALSE,0.440659848425691,0.603986639546877,0.163326791121186,"Within","Within",FALSE,0.580409705512664,0.371663680845257,0.110748724087054
"Probe_1653",2.9146986941602,0.000718964566060687,0.00120132083422124,TRUE,0.484352273354704,0.624645887364394,0.14029361400969,"Within","Equivocal",TRUE,0.520967785985195,0.189633984532602,0.027385676022656
"Probe_1654",2.89187551237172,0.00078659170798745,0.00130190856315326,TRUE,0.541402593520492,0.654152658770068,0.112750065249577,"Within","Equivocal",TRUE,0.445636292163227,0.204727884210224,0.0294783188433063
"Probe_1655",2.24395467099705,0.00943000987275489,0.0123410663667966,TRUE,0.406767356449736,0.589140959556165,0.182373603106429,"Within","Within",FALSE,0.62704048040614,0.26302795123866,0.0574449906566323
"Probe_1656",5.60707899183904,1.41048751567396e-08,9.18017056899144e-08,TRUE,0.536155632625617,0.651320331196976,0.115164698571359,"Within","Equivocal",TRUE,0.452425867701012,0.355372073964752,0.0895313502778505
"Probe_1657",2.90858038394848,0.000736510123072742,0.00122800104908838,TRUE,0.476148417981668,0.620637597080739,0.144489179099071,"Within","Equivocal",TRUE,0.532038157812756,0.283311229676304,0.0617542567836703
"Probe_1658",1.55203052752701,0.102721873492116,0.111616143807337,FALSE,0.480751255727013,0.622879162872461,0.142127907145448,"Within","Equivocal",TRUE,0.525820910954297,0.172264989659037,0.0227014002202588
"Probe_1659",2.13488830132269,0.0140705103362653,0.0177852225001125,TRUE,0.529565399533897,0.647796816607663,0.118231417073765,"Within","Equivocal",TRUE,0.460996961455049,0.180451671576356,0.0233125704801863
"Probe_1660",1.77416627042117,0.049916552174478,0.0570520547586908,FALSE,0.580258694075859,0.675870806258436,0.095612112182577,"Within","Equivocal",TRUE,0.396378467437668,0.279268302808794,0.0514700067315416
"Probe_1661",1.56313984737922,0.0992112070171951,0.108064665241555,FALSE,0.390158422330828,0.582248444547988,0.192090022217161,"Within","Within",FALSE,0.649912401677104,0.303426781507382,0.0776587118352305
"Probe_1662",1.41579905858665,0.155303410928862,0.164608293615989,FALSE,0.435671998570349,0.601736641773102,0.166064643202753,"Within","Within",FALSE,0.58725576865975,0.276201256031884,0.0614949091696495
"Probe_1663",3.15090009497341,0.000281783788295353,0.000521642617424025,TRUE,0.501692334080184,0.633313048526476,0.131620714446292,"Within","Equivocal",TRUE,0.497744833172855,0.249386420954342,0.0463047104766776
"Probe_1664",7.74332662258348,3.58479912421217e-12,7.55677537168242e-11,TRUE,0.670162461092036,0.731150704172832,0.0609882430807954,"Equivocal","Equivocal",FALSE,0.290207558906537,0.340691287403298,0.0636182751487097
"Probe_1665",3.6900196271862,3.22601325465355e-05,7.68036918771305e-05,TRUE,0.44978121614874,0.608159025052332,0.158377808903592,"Within","Within",FALSE,0.567914914116358,0.266383178120378,0.0563186854372844
"Probe_1666",3.33445295232623,0.000135208888055294,0.000273430740127431,TRUE,0.514963293116696,0.640124463027025,0.125161169910329,"Within","Equivocal",TRUE,0.48015231646398,0.375422308532537,0.103042860083082
"Probe_1667",6.59227530571956,2.91973778487886e-10,3.30512671166379e-09,TRUE,0.628568009029073,0.704698718370635,0.0761307093415626,"Equivocal","Equivocal",FALSE,0.337897320962226,0.536682336629937,0.173348802344772
"Probe_1668",4.44433766804862,1.51651068547309e-06,5.30481514389249e-06,TRUE,0.568266247101849,0.669028124802394,0.100761877700545,"Within","Equivocal",TRUE,0.411381484069632,0.312985434755582,0.0659910577235934
"Probe_1669",2.55250075988031,0.00294481617564113,0.00427227079383341,TRUE,0.415037541367162,0.592667292077105,0.177629750709943,"Within","Within",FALSE,0.615646153647516,0.398848942189959,0.131012846349074
"Probe_1670",7.75855783956237,3.38551409129195e-12,7.22198045795785e-11,TRUE,0.681342203663565,0.738520425634761,0.0571782219711962,"Equivocal","Equivocal",FALSE,0.277824978565308,0.378724900058115,0.0764591416298697
"Probe_1671",1.92780024368157,0.0294653368707735,0.0351114025337711,TRUE,0.424056061030595,0.596583703981849,0.172527642951254,"Within","Within",FALSE,0.603227459296554,0.209812638079291,0.0359229193743322
"Probe_1672",1.92567433859752,0.0296850201825604,0.035346959169197,TRUE,0.572895586449329,0.671654776425455,0.0987591899761264,"Within","Equivocal",TRUE,0.405568136012515,0.222520137179209,0.0330958566654254
"Probe_1673",2.20904900624226,0.0107263278058057,0.0138636147042692,TRUE,0.526560704973991,0.646202880782726,0.119642175808736,"Within","Equivocal",TRUE,0.46492041354195,0.264525128025129,0.0503168311807323
"Probe_1674",1.425472208858,0.150938804411498,0.160278311314993,FALSE,0.467391395763374,0.616424718268536,0.149033322505162,"Within","Equivocal",TRUE,0.543907127933395,0.109958186791121,0.00940178513353308
"Probe_1675",3.36539793572423,0.000119412941589347,0.000244690659618534,TRUE,0.365860532064555,0.572625207121223,0.206764675056668,"Within","Within",FALSE,0.683237912991829,0.256069306025138,0.0565076471464373
"Probe_1676",2.45919079919245,0.00420527759302813,0.00590002393019573,TRUE,0.599369662323473,0.687032785876533,0.0876631235530602,"Within","Equivocal",TRUE,0.372860336392912,0.192133182612568,0.0235341477838053
"Probe_1677",3.78762473418118,2.1734251485217e-05,5.44220236332098e-05,TRUE,0.713350627898415,0.760237602524761,0.0468869746263465,"Equivocal","Equivocal",FALSE,0.243406638560457,0.249855888798046,0.0305054515658477
"Probe_1678",4.56765837856664,9.20259479619823e-07,3.41862350164968e-06,TRUE,0.521178741016639,0.643367507581358,0.12218876656472,"Within","Equivocal",TRUE,0.471971856561071,0.407148416327524,0.120132414869366
