"dataset","n","K","p","G","radius_prop","mean_eta_B_waba","mean_eta_B_iwaba","mean_delta_eta_B","reclassified","mean_pi_R","mean_E_R_het_int","mean_r_R_billard","mean_r_R_het_signed","T_het","level3_consistency_waba","level3_consistency_iwaba","level2_dominance_flips"
"bh1996",7382,99,4,3.35077975615814,0.701562002646644,0.305835209917075,0.553578733911705,0.247743523994629,0,0.759828603457441,0.0703303041842,0.986442419473642,0.259800464344205,0.0690841874974267,1,0.333333333333333,4
