"scenario","K","n","p","rep","n_pairs","prop_corr_decrease","prop_corr_increase","prop_corr_equal","mean_signed_diff","mean_negative_diff"
"heteroscedastic",5,500,10,71,45,0.933333333333333,0.0666666666666667,0,-0.0246676104620956,-0.026538965495393
"heteroscedastic",5,500,10,72,45,0.933333333333333,0.0666666666666667,0,-0.0181729401093068,-0.019556374717209
"heteroscedastic",5,500,10,73,45,1,0,0,-0.0177442216665514,-0.0177442216665514
"heteroscedastic",5,500,10,74,45,0.955555555555556,0.0444444444444444,0,-0.0230485145336675,-0.0241647732331453
"heteroscedastic",5,500,10,75,45,0.977777777777778,0.0222222222222222,0,-0.0215202334894424,-0.0221124629261793
"heteroscedastic",5,500,10,76,45,0.955555555555556,0.0444444444444444,0,-0.0224594201096572,-0.0235460619335847
"heteroscedastic",5,500,10,77,45,0.911111111111111,0.0888888888888889,0,-0.0231960140335662,-0.0257117817107133
"heteroscedastic",5,500,10,78,45,1,0,0,-0.0194554638856397,-0.0194554638856397
"heteroscedastic",5,500,10,79,45,0.977777777777778,0.0222222222222222,0,-0.0176525259219194,-0.0180590567985555
"heteroscedastic",5,500,10,80,45,0.911111111111111,0.0888888888888889,0,-0.0160926045477616,-0.0177470983000004
"heteroscedastic",5,500,10,81,45,1,0,0,-0.0223547365232767,-0.0223547365232767
"heteroscedastic",5,500,10,82,45,0.933333333333333,0.0666666666666667,0,-0.0245997192407901,-0.0264298370697768
"heteroscedastic",5,500,10,83,45,0.977777777777778,0.0222222222222222,0,-0.022497218783259,-0.0230150539519707
"heteroscedastic",5,500,10,84,45,0.977777777777778,0.0222222222222222,0,-0.031257083555798,-0.0320939038208142
"heteroscedastic",5,500,10,85,45,0.911111111111111,0.0888888888888889,0,-0.0222600129113224,-0.0251802428843378
"heteroscedastic",5,500,10,86,45,0.977777777777778,0.0222222222222222,0,-0.028190022610846,-0.0288578626043827
"heteroscedastic",5,500,10,87,45,0.933333333333333,0.0666666666666667,0,-0.0198033195383282,-0.021431615326706
"heteroscedastic",5,500,10,88,45,0.822222222222222,0.177777777777778,0,-0.0190406474386929,-0.0265489470625816
"heteroscedastic",5,500,10,89,45,0.933333333333333,0.0666666666666667,0,-0.0345865420803379,-0.0371039440170979
"heteroscedastic",5,500,10,90,45,0.911111111111111,0.0888888888888889,0,-0.0199002362908582,-0.0232069244568945
"heteroscedastic",5,500,10,91,45,0.977777777777778,0.0222222222222222,0,-0.0272626765166671,-0.0278973287638354
"heteroscedastic",5,500,10,92,45,0.955555555555556,0.0444444444444444,0,-0.0203417920536175,-0.021315177717319
"heteroscedastic",5,500,10,93,45,0.977777777777778,0.0222222222222222,0,-0.0231885328190048,-0.0237636207381733
"heteroscedastic",5,500,10,94,45,0.933333333333333,0.0666666666666667,0,-0.0285332719968512,-0.0306403400158258
"heteroscedastic",5,500,10,95,45,0.955555555555556,0.0444444444444444,0,-0.0284542897863675,-0.0299490438383428
"heteroscedastic",5,500,10,96,45,1,0,0,-0.0236401904621261,-0.0236401904621261
"heteroscedastic",5,500,10,97,45,0.955555555555556,0.0444444444444444,0,-0.0265671901299316,-0.0278136708975959
"heteroscedastic",5,500,10,98,45,0.911111111111111,0.0888888888888889,0,-0.0144459097770907,-0.0159323081242148
"heteroscedastic",5,500,10,99,45,0.977777777777778,0.0222222222222222,0,-0.0263072692079862,-0.0269621236395042
"heteroscedastic",5,500,10,100,45,0.866666666666667,0.133333333333333,0,-0.016198209770179,-0.0196495600230737
"heteroscedastic",10,500,10,1,45,0.866666666666667,0.133333333333333,0,-0.0245340627860335,-0.0296198609908984
"heteroscedastic",10,500,10,2,45,0.888888888888889,0.111111111111111,0,-0.0257690208703612,-0.0307239913604388
"heteroscedastic",10,500,10,3,45,0.777777777777778,0.222222222222222,0,-0.0204283539579975,-0.0301355539063131
"heteroscedastic",10,500,10,4,45,0.977777777777778,0.0222222222222222,0,-0.018874612888383,-0.019604450232811
"heteroscedastic",10,500,10,5,45,0.955555555555556,0.0444444444444444,0,-0.0273376739057561,-0.0296243939461372
"heteroscedastic",10,500,10,6,45,0.711111111111111,0.288888888888889,0,-0.0140648901267053,-0.0243882973742736
"heteroscedastic",10,500,10,7,45,0.755555555555556,0.244444444444444,0,-0.0152744379119301,-0.024176210026949
"heteroscedastic",10,500,10,8,45,0.888888888888889,0.111111111111111,0,-0.0323183356739285,-0.0370522201291891
"heteroscedastic",10,500,10,9,45,0.955555555555556,0.0444444444444444,0,-0.0277866726120188,-0.0292071756236169
"heteroscedastic",10,500,10,10,45,0.844444444444444,0.155555555555556,0,-0.0178901615342774,-0.022818207225029
"heteroscedastic",10,500,10,11,45,0.822222222222222,0.177777777777778,0,-0.0245625861942014,-0.0310203193518652
"heteroscedastic",10,500,10,12,45,0.733333333333333,0.266666666666667,0,-0.0205003760469894,-0.0339647316783801
"heteroscedastic",10,500,10,13,45,0.844444444444444,0.155555555555556,0,-0.0118880580535909,-0.0149787183931798
"heteroscedastic",10,500,10,14,45,0.955555555555556,0.0444444444444444,0,-0.0311739428546899,-0.0327406316505565
"heteroscedastic",10,500,10,15,45,0.888888888888889,0.111111111111111,0,-0.0232370174487749,-0.026490203328894
"heteroscedastic",10,500,10,16,45,0.866666666666667,0.133333333333333,0,-0.0180267781299841,-0.0222926304718429
"heteroscedastic",10,500,10,17,45,0.755555555555556,0.244444444444444,0,-0.0114754761143491,-0.0177869058769629
"heteroscedastic",10,500,10,18,45,0.8,0.2,0,-0.0184312855941772,-0.0256560303305466
"heteroscedastic",10,500,10,19,45,0.8,0.2,0,-0.0161351840057385,-0.0220338533499237
"heteroscedastic",10,500,10,20,45,0.755555555555556,0.244444444444444,0,-0.0130685137096677,-0.0191044802509138
"heteroscedastic",10,500,10,21,45,0.888888888888889,0.111111111111111,0,-0.0184199363696093,-0.0213784657798734
"heteroscedastic",10,500,10,22,45,0.911111111111111,0.0888888888888889,0,-0.0259182298862828,-0.0294299936950652
"heteroscedastic",10,500,10,23,45,0.911111111111111,0.0888888888888889,0,-0.021294505151639,-0.0244342569399201
"heteroscedastic",10,500,10,24,45,0.733333333333333,0.266666666666667,0,-0.0146911580474016,-0.0227483482343027
"heteroscedastic",10,500,10,25,45,0.733333333333333,0.266666666666667,0,-0.0123972493339537,-0.0194971733417353
"heteroscedastic",10,500,10,26,45,0.933333333333333,0.0666666666666667,0,-0.0300663730531638,-0.0324734474577569
"heteroscedastic",10,500,10,27,45,0.911111111111111,0.0888888888888889,0,-0.0225959043943517,-0.0259385005001265
"heteroscedastic",10,500,10,28,45,0.822222222222222,0.177777777777778,0,-0.0185622971492499,-0.02354950682256
"heteroscedastic",10,500,10,29,45,0.822222222222222,0.177777777777778,0,-0.0255259380763702,-0.033521670470744
"heteroscedastic",10,500,10,30,45,0.844444444444444,0.155555555555556,0,-0.0138114777758022,-0.0184828014583276
"heteroscedastic",10,500,10,31,45,0.866666666666667,0.133333333333333,0,-0.0193302290821241,-0.0258815673347961
"heteroscedastic",10,500,10,32,45,0.822222222222222,0.177777777777778,0,-0.0237315453650564,-0.0314650262301189
"heteroscedastic",10,500,10,33,45,0.866666666666667,0.133333333333333,0,-0.0197805927699787,-0.0236758334344798
"heteroscedastic",10,500,10,34,45,0.822222222222222,0.177777777777778,0,-0.0195246586975053,-0.0261268465466798
"heteroscedastic",10,500,10,35,45,0.933333333333333,0.0666666666666667,0,-0.0201259720934972,-0.0218207838076463
"heteroscedastic",10,500,10,36,45,0.866666666666667,0.133333333333333,0,-0.0223746802916542,-0.0267017488784427
"heteroscedastic",10,500,10,37,45,0.866666666666667,0.133333333333333,0,-0.0162838616198929,-0.0198791333754848
"heteroscedastic",10,500,10,38,45,0.511111111111111,0.488888888888889,0,-0.0086142306671541,-0.0314329929161225
"heteroscedastic",10,500,10,39,45,0.8,0.2,0,-0.0206550961536623,-0.0281864914006528
"heteroscedastic",10,500,10,40,45,0.8,0.2,0,-0.0124396436831682,-0.0204172988532088
"heteroscedastic",10,500,10,41,45,0.822222222222222,0.177777777777778,0,-0.021559389515342,-0.0283977445778427
"heteroscedastic",10,500,10,42,45,0.866666666666667,0.133333333333333,0,-0.0228792129209963,-0.0286922356447163
"heteroscedastic",10,500,10,43,45,0.844444444444444,0.155555555555556,0,-0.0143829821873851,-0.0185680861150815
"heteroscedastic",10,500,10,44,45,0.888888888888889,0.111111111111111,0,-0.0194737071594375,-0.0224465090234802
"heteroscedastic",10,500,10,45,45,0.933333333333333,0.0666666666666667,0,-0.0178830547717104,-0.0197204370937533
"heteroscedastic",10,500,10,46,45,0.977777777777778,0.0222222222222222,0,-0.0255181179321247,-0.0262171852255766
"heteroscedastic",10,500,10,47,45,0.8,0.2,0,-0.0196097088257826,-0.0273559275583325
"heteroscedastic",10,500,10,48,45,0.822222222222222,0.177777777777778,0,-0.0226431285027785,-0.0314327914235357
"heteroscedastic",10,500,10,49,45,0.911111111111111,0.0888888888888889,0,-0.0253479346642536,-0.0279532896735131
"heteroscedastic",10,500,10,50,45,0.844444444444444,0.155555555555556,0,-0.0152427470709036,-0.0193403020425493
"heteroscedastic",10,500,10,51,45,0.977777777777778,0.0222222222222222,0,-0.0250768728911391,-0.0257579322371994
"heteroscedastic",10,500,10,52,45,0.822222222222222,0.177777777777778,0,-0.0212889002694436,-0.0276180996002065
"heteroscedastic",10,500,10,53,45,0.911111111111111,0.0888888888888889,0,-0.0197180134149943,-0.0221608321232378
"heteroscedastic",10,500,10,54,45,0.844444444444444,0.155555555555556,0,-0.0235804467077543,-0.0291861769349716
"heteroscedastic",10,500,10,55,45,0.866666666666667,0.133333333333333,0,-0.0234092021583063,-0.0282701083820901
"heteroscedastic",10,500,10,56,45,0.933333333333333,0.0666666666666667,0,-0.0149026586537134,-0.0169667778907228
"heteroscedastic",10,500,10,57,45,0.711111111111111,0.288888888888889,0,-0.0156119619459952,-0.024195310953619
"heteroscedastic",10,500,10,58,45,0.844444444444444,0.155555555555556,0,-0.0176732466169567,-0.0223825114967625
"heteroscedastic",10,500,10,59,45,0.822222222222222,0.177777777777778,0,-0.0161287147406346,-0.0213353862840305
"heteroscedastic",10,500,10,60,45,0.8,0.2,0,-0.0159886910103338,-0.0226151089352896
"heteroscedastic",10,500,10,61,45,0.844444444444444,0.155555555555556,0,-0.0152035248984036,-0.0207909121462367
"heteroscedastic",10,500,10,62,45,0.822222222222222,0.177777777777778,0,-0.0228263279819383,-0.0298071136430121
"heteroscedastic",10,500,10,63,45,0.866666666666667,0.133333333333333,0,-0.025534357538947,-0.0305371095810568
"heteroscedastic",10,500,10,64,45,0.666666666666667,0.333333333333333,0,-0.00860890569942428,-0.0189823321733619
"heteroscedastic",10,500,10,65,45,0.8,0.2,0,-0.0141990721839156,-0.0192104146760971
"heteroscedastic",10,500,10,66,45,0.822222222222222,0.177777777777778,0,-0.0289259224768523,-0.0373829189515288
"heteroscedastic",10,500,10,67,45,0.822222222222222,0.177777777777778,0,-0.0170489093976521,-0.0220280089560265
"heteroscedastic",10,500,10,68,45,0.933333333333333,0.0666666666666667,0,-0.0203570718955296,-0.0220556054458051
"heteroscedastic",10,500,10,69,45,0.888888888888889,0.111111111111111,0,-0.0163111543168955,-0.0217094211839414
"heteroscedastic",10,500,10,70,45,0.888888888888889,0.111111111111111,0,-0.0199723518767663,-0.0228858331494133
"heteroscedastic",10,500,10,71,45,0.844444444444444,0.155555555555556,0,-0.0197369781177292,-0.0258200260677549
"heteroscedastic",10,500,10,72,45,0.733333333333333,0.266666666666667,0,-0.0204062977928809,-0.03101628927541
"heteroscedastic",10,500,10,73,45,0.844444444444444,0.155555555555556,0,-0.0168542088832858,-0.0227864339960069
"heteroscedastic",10,500,10,74,45,0.8,0.2,0,-0.016101925134017,-0.0220094804572655
"heteroscedastic",10,500,10,75,45,0.8,0.2,0,-0.0169839575650997,-0.0236554799345564
"heteroscedastic",10,500,10,76,45,0.777777777777778,0.222222222222222,0,-0.0152759077173311,-0.0219095212294621
"heteroscedastic",10,500,10,77,45,0.777777777777778,0.222222222222222,0,-0.0130648841709049,-0.0228105214165926
"heteroscedastic",10,500,10,78,45,0.888888888888889,0.111111111111111,0,-0.0214375020038054,-0.0248976232498192
"heteroscedastic",10,500,10,79,45,0.888888888888889,0.111111111111111,0,-0.0215045719399238,-0.0246344650166559
"heteroscedastic",10,500,10,80,45,0.955555555555556,0.0444444444444444,0,-0.028680880382544,-0.0308420576579859
"heteroscedastic",10,500,10,81,45,0.844444444444444,0.155555555555556,0,-0.0200416914749582,-0.0252247891124373
"heteroscedastic",10,500,10,82,45,0.888888888888889,0.111111111111111,0,-0.0246531384351491,-0.0304172376378688
"heteroscedastic",10,500,10,83,45,0.8,0.2,0,-0.0143162992326149,-0.0211493021881949
"heteroscedastic",10,500,10,84,45,0.822222222222222,0.177777777777778,0,-0.014741098823243,-0.0199052344882361
"heteroscedastic",10,500,10,85,45,0.888888888888889,0.111111111111111,0,-0.0249940368143482,-0.028560217127166
"heteroscedastic",10,500,10,86,45,0.911111111111111,0.0888888888888889,0,-0.0189577080837138,-0.0215387786262866
"heteroscedastic",10,500,10,87,45,0.844444444444444,0.155555555555556,0,-0.015372997683301,-0.0194434958401498
"heteroscedastic",10,500,10,88,45,0.777777777777778,0.222222222222222,0,-0.023421385994771,-0.0316750073939104
"heteroscedastic",10,500,10,89,45,0.844444444444444,0.155555555555556,0,-0.0190807173933606,-0.0236172285835075
"heteroscedastic",10,500,10,90,45,0.733333333333333,0.266666666666667,0,-0.0204648124387565,-0.0309796003851475
"heteroscedastic",10,500,10,91,45,0.866666666666667,0.133333333333333,0,-0.0181879606423867,-0.0224284783869288
"heteroscedastic",10,500,10,92,45,0.755555555555556,0.244444444444444,0,-0.0201493720707965,-0.0285429738817039
"heteroscedastic",10,500,10,93,45,0.866666666666667,0.133333333333333,0,-0.0192365105726951,-0.0235704709768145
"heteroscedastic",10,500,10,94,45,0.977777777777778,0.0222222222222222,0,-0.0287273602779991,-0.0294558515512851
"heteroscedastic",10,500,10,95,45,0.822222222222222,0.177777777777778,0,-0.014329659413946,-0.0180704264679187
"heteroscedastic",10,500,10,96,45,0.888888888888889,0.111111111111111,0,-0.0304617581206019,-0.0348414831974142
"heteroscedastic",10,500,10,97,45,0.866666666666667,0.133333333333333,0,-0.0262149464883271,-0.0309743090394598
"heteroscedastic",10,500,10,98,45,0.822222222222222,0.177777777777778,0,-0.0131846478104769,-0.0201101392612561
"heteroscedastic",10,500,10,99,45,0.777777777777778,0.222222222222222,0,-0.0153337648450403,-0.0255497788932016
"heteroscedastic",10,500,10,100,45,0.888888888888889,0.111111111111111,0,-0.0169916891559252,-0.0204209159337916
"spread_only",2,500,10,1,45,0.466666666666667,0.533333333333333,0,1.063069540665,-0.000899767857454645
"spread_only",2,500,10,2,45,0.533333333333333,0.466666666666667,0,0.928263107683625,-0.00202305774496924
"spread_only",2,500,10,3,45,0.444444444444444,0.555555555555556,0,1.10849887088404,-0.00128669960509628
"spread_only",2,500,10,4,45,0.444444444444444,0.555555555555556,0,1.09953062264621,-0.00389210346795117
"spread_only",2,500,10,5,45,0.8,0.2,0,0.393720115527531,-0.00340288880796358
"spread_only",2,500,10,6,45,0.533333333333333,0.466666666666667,0,0.927942945549555,-0.00271249166443676
"spread_only",2,500,10,7,45,0.444444444444444,0.555555555555556,0,1.10835123893558,-0.00225416804913053
"spread_only",2,500,10,8,45,0.533333333333333,0.466666666666667,0,0.925984907269885,-0.00220066189901628
"spread_only",2,500,10,9,45,0.466666666666667,0.533333333333333,0,1.05810200889542,-0.0035258735996429
"spread_only",2,500,10,10,45,0.444444444444444,0.555555555555556,0,1.10664683166876,-0.00134980894351558
"spread_only",2,500,10,11,45,0.466666666666667,0.533333333333333,0,1.06059472871327,-0.00209827091504361
"spread_only",2,500,10,12,45,0.533333333333333,0.466666666666667,0,0.927779149345926,-0.00138933503736316
"spread_only",2,500,10,13,45,0.466666666666667,0.533333333333333,0,1.06190775966552,-0.0022056819269234
"spread_only",2,500,10,14,45,0.533333333333333,0.466666666666667,0,0.921796485105258,-0.00686733070787781
"spread_only",2,500,10,15,45,0.444444444444444,0.555555555555556,0,1.10344006885315,-0.00367025475394336
"spread_only",2,500,10,16,45,0.466666666666667,0.533333333333333,0,1.06040173247478,-0.00359063817071685
"spread_only",2,500,10,17,45,0.533333333333333,0.466666666666667,0,0.924979540620475,-0.00368582478269009
"spread_only",2,500,10,18,45,0.466666666666667,0.533333333333333,0,1.05368817586479,-0.00469193065438216
"spread_only",2,500,10,19,45,0.466666666666667,0.533333333333333,0,1.05956463084766,-0.00425853983559517
"spread_only",2,500,10,20,45,0.466666666666667,0.533333333333333,0,1.05907023033031,-0.00403266411873245
"spread_only",2,500,10,21,45,0.444444444444444,0.555555555555556,0,1.09948266326169,-0.00379483188123593
"spread_only",2,500,10,22,45,0.644444444444444,0.355555555555556,0,0.708646912636719,-0.00195952179789017
"spread_only",2,500,10,23,45,0.444444444444444,0.555555555555556,0,1.10568364474594,-0.00179098358843451
"spread_only",2,500,10,24,45,0.466666666666667,0.533333333333333,0,1.05852457144287,-0.00154073497483023
"spread_only",2,500,10,25,45,0.644444444444444,0.355555555555556,0,0.708438478210691,-0.00133966470513872
"spread_only",2,500,10,26,45,0.8,0.2,0,0.397667768545109,-0.00106389890443324
"spread_only",2,500,10,27,45,0.444444444444444,0.555555555555556,0,1.10256754580459,-0.00391222334993898
"spread_only",2,500,10,28,45,0.644444444444444,0.355555555555556,0,0.707212969940699,-0.00210171510452928
"spread_only",2,500,10,29,45,0.466666666666667,0.533333333333333,0,1.05797061305526,-0.00329248506295285
"spread_only",2,500,10,30,45,0.466666666666667,0.533333333333333,0,1.05629467837825,-0.00382982238458856
"spread_only",2,500,10,31,45,0.466666666666667,0.533333333333333,0,1.05679455712582,-0.00310404928367604
"spread_only",2,500,10,32,45,0.533333333333333,0.466666666666667,0,0.922679557255298,-0.00339140305284234
"spread_only",2,500,10,33,45,0.466666666666667,0.533333333333333,0,1.06212539121281,-0.00149760264219949
"spread_only",2,500,10,34,45,0.533333333333333,0.466666666666667,0,0.930017773942366,-0.00183082969430797
"spread_only",2,500,10,35,45,0.533333333333333,0.466666666666667,0,0.92398516840807,-0.00725270283857046
"spread_only",2,500,10,36,45,0.444444444444444,0.555555555555556,0,1.10307655010652,-0.00218983306062605
"spread_only",2,500,10,37,45,0.466666666666667,0.533333333333333,0,1.05774669925172,-0.00240204514717243
"spread_only",2,500,10,38,45,0.466666666666667,0.533333333333333,0,1.05792055319959,-0.00345451509767297
"spread_only",2,500,10,39,45,0.466666666666667,0.533333333333333,0,1.06181541153763,-0.00203977199074698
"spread_only",2,500,10,40,45,0.466666666666667,0.533333333333333,0,1.05989650689671,-0.00308942788431371
"spread_only",2,500,10,41,45,0.466666666666667,0.533333333333333,0,1.06287787504348,-0.00138423681585013
"spread_only",2,500,10,42,45,0.466666666666667,0.533333333333333,0,1.06096008892399,-0.00157162940501872
"spread_only",2,500,10,43,45,0.466666666666667,0.533333333333333,0,1.06006564374,-0.00129894011426967
"spread_only",2,500,10,44,45,0.466666666666667,0.533333333333333,0,1.05998720956397,-0.00275935107920526
"spread_only",2,500,10,45,45,0.466666666666667,0.533333333333333,0,1.05091706829965,-0.00891872351003021
"spread_only",2,500,10,46,45,0.466666666666667,0.533333333333333,0,1.05823877871058,-0.00126499627771973
"spread_only",2,500,10,47,45,0.466666666666667,0.533333333333333,0,1.06061095639845,-0.00167241493289889
"spread_only",2,500,10,48,45,0.444444444444444,0.555555555555556,0,1.10465667376034,-0.00281560649522916
"spread_only",2,500,10,49,45,0.644444444444444,0.355555555555556,0,0.705538570524401,-0.00223754334688522
"spread_only",2,500,10,50,45,0.444444444444444,0.555555555555556,0,1.10438839841511,-0.00356033457329592
"spread_only",2,500,10,51,45,0.466666666666667,0.533333333333333,0,1.06403500332591,-0.00156301086641229
"spread_only",2,500,10,52,45,0.466666666666667,0.533333333333333,0,1.06235134644794,-0.00250561626719529
"spread_only",2,500,10,53,45,0.533333333333333,0.466666666666667,0,0.929713351658471,-0.00165091437047582
"spread_only",2,500,10,54,45,0.466666666666667,0.533333333333333,0,1.05987168782191,-0.00448506476985817
"spread_only",2,500,10,55,45,0.466666666666667,0.533333333333333,0,1.0558353644539,-0.00410392327161124
"spread_only",2,500,10,56,45,0.466666666666667,0.533333333333333,0,1.06056801978657,-0.00304674560470231
