eta_b_waba,eta_b_iwaba,info_gain,radius_prop,scenario,K,n,p,rep
0.6453596192047606,0.6771836599515126,1.1517034744935348,0.13172094888421418,Heteroscedastic,2,100,5,80
0.6934462214104758,0.7113546406282866,1.0883418584662645,0.08117105648289524,Heteroscedastic,2,100,5,81
0.6272205956325405,0.6716207774312243,1.2248521742236673,0.18357494802683652,Heteroscedastic,2,100,5,82
0.6509294559931049,0.689098741389613,1.1862822119387508,0.15703026654535124,Heteroscedastic,2,100,5,83
0.7128851225354949,0.7256173256493865,1.0705420515770712,0.06589376986466992,Heteroscedastic,2,100,5,84
0.6528457332037632,0.6804893176744976,1.1079979061508631,0.0974712186289621,Heteroscedastic,2,100,5,85
0.6735392977004478,0.6974781393632947,1.124579452141329,0.11077870212203789,Heteroscedastic,2,100,5,86
0.7573258967442046,0.7762927654452505,1.094112231174734,0.08601698115895018,Heteroscedastic,2,100,5,87
0.6694174738722108,0.6996642657720012,1.1163856730068422,0.10425220944780858,Heteroscedastic,2,100,5,88
0.7115710494836194,0.7180644620124335,1.0310481111976768,0.030113154624385748,Heteroscedastic,2,100,5,89
0.7209290786356377,0.7314281160261034,1.0536382037262968,0.050907610920522706,Heteroscedastic,2,100,5,90
0.6302960702125084,0.6673985322939104,1.1822713789153596,0.1541705078596922,Heteroscedastic,2,100,5,91
0.6608594200592561,0.6893279571453049,1.1549299269758642,0.1341466034926826,Heteroscedastic,2,100,5,92
0.6996121024563564,0.7213522846075693,1.1168978030820593,0.10466293582052172,Heteroscedastic,2,100,5,93
0.7584993960203559,0.7698869544054151,1.0664820938855304,0.062337749753786476,Heteroscedastic,2,100,5,94
0.7071571757533035,0.7229930117558208,1.0771082695633265,0.07158822538293876,Heteroscedastic,2,100,5,95
0.6506262627626151,0.6737907413129196,1.1196458438566135,0.10686043672925533,Heteroscedastic,2,100,5,96
0.6793925434449196,0.6982022089500397,1.1007286415717732,0.09151087540335005,Heteroscedastic,2,100,5,97
0.7799607782198303,0.78542901755618,1.0318292205417763,0.030847372712573602,Heteroscedastic,2,100,5,98
0.6856527204169235,0.7116770238869402,1.1427545881304426,0.12492147449085335,Heteroscedastic,2,100,5,99
0.7401751769106049,0.7632319961338693,1.1006041753406153,0.09140813527213835,Heteroscedastic,2,100,10,0
0.7460529376004373,0.7530466566282592,1.0323772993468479,0.03136188617023232,Heteroscedastic,2,100,10,1
0.7538554957037632,0.7558358334626212,1.0095921707473356,0.009501035195464242,Heteroscedastic,2,100,10,2
0.8082045987689959,0.8196205206228994,1.0590913734221212,0.055794405379005214,Heteroscedastic,2,100,10,3
0.7566367317385614,0.7762766224797064,1.0802407464878352,0.07428042938457942,Heteroscedastic,2,100,10,4
0.8370312444066261,0.8421777123514842,1.0229522664462087,0.022437280016931804,Heteroscedastic,2,100,10,5
0.7756699859163643,0.7867143367950039,1.047031471461813,0.04491887086846586,Heteroscedastic,2,100,10,6
0.718849338884149,0.7352071501836761,1.0581760012848969,0.0549776230175854,Heteroscedastic,2,100,10,7
0.7366799083771248,0.7459239897806054,1.0380634585793005,0.036667756932118954,Heteroscedastic,2,100,10,8
0.7793517029369476,0.7934984696705136,1.0539410108875784,0.051180294087001976,Heteroscedastic,2,100,10,9
0.7497743687356466,0.7652020423579597,1.0646965682414913,0.06076526418071171,Heteroscedastic,2,100,10,10
0.7887207792753825,0.7914483176849816,1.0137865544501816,0.01359907012937152,Heteroscedastic,2,100,10,11
0.7749086116895222,0.7878743668849962,1.0606931934938544,0.05722031013882057,Heteroscedastic,2,100,10,12
0.7639124380380667,0.7702629574622791,1.0273006850425828,0.026575164837402014,Heteroscedastic,2,100,10,13
0.7695534707100886,0.7718475162857368,1.0108617905966286,0.010745079790005458,Heteroscedastic,2,100,10,14
0.7029570534258089,0.7177398986413236,1.0540344564789077,0.05126441184799085,Heteroscedastic,2,100,10,15
0.713908457891413,0.729835452241441,1.0631771204238227,0.05942294958213353,Heteroscedastic,2,100,10,16
0.7093246904264326,0.7286268107017226,1.0801081343165293,0.07416677254006619,Heteroscedastic,2,100,10,17
0.7118299156008493,0.7235649763044363,1.0569712218896254,0.053900447533258,Heteroscedastic,2,100,10,18
0.8048377791209195,0.8175164326425766,1.044879000662343,0.042951385408161624,Heteroscedastic,2,100,10,19
0.7036015441584463,0.7196378619204729,1.0564597049769846,0.05344236482565571,Heteroscedastic,2,100,10,20
0.7445092550098755,0.7625377354711309,1.0761735302373623,0.07078182848500394,Heteroscedastic,2,100,10,21
0.8116624327035142,0.8178625148052683,1.0311284197619266,0.03018869344044823,Heteroscedastic,2,100,10,22
0.7523183379581545,0.7594265847649225,1.0210534874689423,0.020619377659765115,Heteroscedastic,2,100,10,23
0.7097953561248584,0.7208569465682475,1.039213825046339,0.03773412564501853,Heteroscedastic,2,100,10,24
0.7309512701490422,0.753573488639058,1.089352817753604,0.08202376337343306,Heteroscedastic,2,100,10,25
0.8023408973157513,0.8182039968687729,1.0564108622206496,0.05339860109169058,Heteroscedastic,2,100,10,26
0.7501426450899056,0.7598693517626279,1.0459562851343234,0.043937099272195405,Heteroscedastic,2,100,10,27
