"scenario","K","n","p","n_rep","mean_eta_B_waba_mean","mean_eta_B_waba_sd","mean_eta_B_waba_mcse","mean_E_waba_mean","mean_E_waba_sd","mean_E_waba_mcse","n_between_waba_mean","n_between_waba_sd","n_between_waba_mcse","any_between_waba_mean","any_between_waba_sd","any_between_waba_mcse","n_equivocal_waba_mean","n_equivocal_waba_sd","n_equivocal_waba_mcse","mean_eta_B_int_mean","mean_eta_B_int_sd","mean_eta_B_int_mcse","mean_delta_eta_mean","mean_delta_eta_sd","mean_delta_eta_mcse","mean_pi_R_mean","mean_pi_R_sd","mean_pi_R_mcse","mean_E_R_het_int_mean","mean_E_R_het_int_sd","mean_E_R_het_int_mcse","info_gain_mean","info_gain_sd","info_gain_mcse","bf_reject_count_mean","bf_reject_count_sd","bf_reject_count_mcse","bf_any_reject_mean","bf_any_reject_sd","bf_any_reject_mcse","bf_min_p_mean","bf_min_p_sd","bf_min_p_mcse","welch_reject_count_mean","welch_reject_count_sd","welch_reject_count_mcse","welch_any_reject_mean","welch_any_reject_sd","welch_any_reject_mcse","welch_min_p_mean","welch_min_p_sd","welch_min_p_mcse","alpha","equivocal_within_deg","equivocal_between_deg","equivocal_within_threshold","equivocal_between_threshold"
"complete_null",5,500,10,30,0.0845083646326347,0.0137975307498607,0.00251907294318996,0.0849506695945665,0.0140083630860853,0.00255756548532387,0,0,0,0,0,0,0,0,0,0.504572673265027,0.00150509851698025,0.000274792136339218,0.420064308632393,0.0123173836891756,0.00224883629866922,0.976111449332952,0.00771215390213967,0.00140804021971779,0.0331897196762497,0.0033470576385039,0.000611086323292852,45.5006124499891,13.9455123936506,2.54609057132342,0.0333333333333333,0.182574185835055,0.0333333333333333,0.0333333333333333,0.182574185835055,0.0333333333333333,0.113897563655034,0.101146571491175,0.0184667529400085,0.566666666666667,0.626062315579293,0.114302817548899,0.5,0.508547627715608,0.0928476690885259,0.097746090195853,0.102447743371,0.018704313336599,0.05,37.5,52.5,0.76732698797896,1.30322537284121
"spread_only",5,500,10,30,0.0815227601094158,0.00968711689603584,0.00176861748038275,0.0819634550528945,0.00984252942972761,0.00179699179719009,0,0,0,0,0,0,0,0,0,0.504420881596612,0.0010777147237625,0.00019676288825339,0.422898121487196,0.0086492981766136,0.00157913857263986,0.976938933095512,0.0054904304104224,0.0010024108620669,0.266294650381064,0.0218047236780254,0.00398097967287385,45.8303928033905,13.2141264812041,2.41255838382729,10,0,0,1,0,0,0,0,0,0.566666666666667,0.727932041794606,0.1329015998739,0.433333333333333,0.504006932993731,0.0920186554465537,0.0938216397638574,0.0868889598439115,0.015863681101557,0.05,37.5,52.5,0.76732698797896,1.30322537284121
