"pair_label","var1","var2","r_R_billard","r_R_billard_defined","r_R_het","r_R_het_defined"
"Probe_46--Probe_331","Probe_46","Probe_331",0.722392128678656,TRUE,-0.14214118721187,TRUE
"Probe_46--Probe_746","Probe_46","Probe_746",0.925321121139615,TRUE,0.441054587635055,TRUE
"Probe_46--Probe_5320","Probe_46","Probe_5320",0.817498114189078,TRUE,-0.0198873373788538,TRUE
"Probe_46--Probe_3147","Probe_46","Probe_3147",0.685249764386757,TRUE,-0.0922537278271473,TRUE
"Probe_46--Probe_1277","Probe_46","Probe_1277",0.610017342135215,TRUE,-0.105185974551012,TRUE
"Probe_46--Probe_2384","Probe_46","Probe_2384",0.752862217700624,TRUE,-0.120412634486306,TRUE
"Probe_46--Probe_928","Probe_46","Probe_928",0.556442981524312,TRUE,-0.100283900067032,TRUE
"Probe_46--Probe_8028","Probe_46","Probe_8028",0.664851775892578,TRUE,-0.12061980768936,TRUE
"Probe_46--Probe_15809","Probe_46","Probe_15809",0.701878691772834,TRUE,-0.1371367703417,TRUE
"Probe_46--Probe_3365","Probe_46","Probe_3365",0.758093265289504,TRUE,-0.0935131130753904,TRUE
"Probe_46--Probe_6729","Probe_46","Probe_6729",0.729807820932593,TRUE,-0.165398474152166,TRUE
"Probe_46--Probe_1090","Probe_46","Probe_1090",0.836424835988859,TRUE,0.0514373598161183,TRUE
"Probe_46--Probe_3539","Probe_46","Probe_3539",0.736278023920836,TRUE,-0.1489193522881,TRUE
"Probe_46--Probe_6486","Probe_46","Probe_6486",0.718672190363463,TRUE,-0.131777844251776,TRUE
"Probe_46--Probe_6813","Probe_46","Probe_6813",0.819856776985504,TRUE,-0.0408719096925499,TRUE
"Probe_46--Probe_13869","Probe_46","Probe_13869",0.617799084364298,TRUE,-0.0893192545129099,TRUE
"Probe_46--Probe_5186","Probe_46","Probe_5186",0.671565861158518,TRUE,-0.20252180815906,TRUE
"Probe_46--Probe_3720","Probe_46","Probe_3720",0.785697524953704,TRUE,-0.0721287952968795,TRUE
"Probe_46--Probe_6142","Probe_46","Probe_6142",0.692789991368007,TRUE,-0.162949838605416,TRUE
"Probe_46--Probe_3909","Probe_46","Probe_3909",0.557693656925267,TRUE,-0.154219611592849,TRUE
"Probe_46--Probe_11812","Probe_46","Probe_11812",0.696891466056464,TRUE,0.140761551122749,TRUE
"Probe_46--Probe_2452","Probe_46","Probe_2452",0.687240701050034,TRUE,-0.123233412602518,TRUE
"Probe_46--Probe_7001","Probe_46","Probe_7001",0.398255060040283,TRUE,0.0444601303109438,TRUE
"Probe_7186--Probe_6731","Probe_7186","Probe_6731",0.948106910471819,TRUE,0.582910103064019,TRUE
"Probe_7186--Probe_3597","Probe_7186","Probe_3597",0.702581388114685,TRUE,-0.208310121613614,TRUE
"Probe_7186--Probe_5729","Probe_7186","Probe_5729",0.927329071582777,TRUE,0.466675123266534,TRUE
"Probe_7186--Probe_1995","Probe_7186","Probe_1995",0.619886567842482,TRUE,-0.0652889381581774,TRUE
"Probe_7186--Probe_4454","Probe_7186","Probe_4454",0.903742873133383,TRUE,0.259879075670434,TRUE
"Probe_7186--Probe_4614","Probe_7186","Probe_4614",0.616128070042541,TRUE,-0.167466063789016,TRUE
"Probe_7186--Probe_14347","Probe_7186","Probe_14347",0.784341314589022,TRUE,0.115356266177878,TRUE
"Probe_7186--Probe_6457","Probe_7186","Probe_6457",0.8265553595396,TRUE,0.0506477037930729,TRUE
"Probe_7186--Probe_6732","Probe_7186","Probe_6732",0.46748520999385,TRUE,-0.116520521169377,TRUE
"Probe_7186--Probe_7889","Probe_7186","Probe_7889",0.615938660664297,TRUE,0.00302794912173681,TRUE
"Probe_7186--Probe_1009","Probe_7186","Probe_1009",0.823377186965963,TRUE,0.124154275783923,TRUE
"Probe_7186--Probe_4351","Probe_7186","Probe_4351",0.720641711678546,TRUE,-0.0745989128405513,TRUE
"Probe_7186--Probe_7096","Probe_7186","Probe_7096",0.897159726510661,TRUE,0.37013421560631,TRUE
"Probe_7186--Probe_4602","Probe_7186","Probe_4602",0.816264091323544,TRUE,0.0253629100068831,TRUE
"Probe_7186--Probe_930","Probe_7186","Probe_930",0.927031793832509,TRUE,0.472777967536355,TRUE
"Probe_7186--Probe_9236","Probe_7186","Probe_9236",0.690084951906155,TRUE,-0.089790733410554,TRUE
"Probe_7186--Probe_42","Probe_7186","Probe_42",0.839667177380819,TRUE,0.223270131219112,TRUE
"Probe_7186--Probe_7182","Probe_7186","Probe_7182",0.839667177380819,TRUE,0.223270131219112,TRUE
"Probe_7186--Probe_2799","Probe_7186","Probe_2799",0.922404205490119,TRUE,0.44339273781193,TRUE
"Probe_7186--Probe_5989","Probe_7186","Probe_5989",0.525714282262068,TRUE,-0.157935182514885,TRUE
"Probe_7186--Probe_331","Probe_7186","Probe_331",0.722392128678656,TRUE,-0.14214118721187,TRUE
"Probe_7186--Probe_746","Probe_7186","Probe_746",0.925321121139615,TRUE,0.441054587635055,TRUE
"Probe_7186--Probe_5320","Probe_7186","Probe_5320",0.817498114189078,TRUE,-0.0198873373788538,TRUE
"Probe_7186--Probe_3147","Probe_7186","Probe_3147",0.685249764386757,TRUE,-0.0922537278271473,TRUE
"Probe_7186--Probe_1277","Probe_7186","Probe_1277",0.610017342135215,TRUE,-0.105185974551012,TRUE
"Probe_7186--Probe_2384","Probe_7186","Probe_2384",0.752862217700624,TRUE,-0.120412634486306,TRUE
"Probe_7186--Probe_928","Probe_7186","Probe_928",0.556442981524312,TRUE,-0.100283900067032,TRUE
"Probe_7186--Probe_8028","Probe_7186","Probe_8028",0.664851775892578,TRUE,-0.12061980768936,TRUE
"Probe_7186--Probe_15809","Probe_7186","Probe_15809",0.701878691772834,TRUE,-0.1371367703417,TRUE
"Probe_7186--Probe_3365","Probe_7186","Probe_3365",0.758093265289504,TRUE,-0.0935131130753904,TRUE
"Probe_7186--Probe_6729","Probe_7186","Probe_6729",0.729807820932593,TRUE,-0.165398474152166,TRUE
"Probe_7186--Probe_1090","Probe_7186","Probe_1090",0.836424835988859,TRUE,0.0514373598161183,TRUE
"Probe_7186--Probe_3539","Probe_7186","Probe_3539",0.736278023920836,TRUE,-0.1489193522881,TRUE
"Probe_7186--Probe_6486","Probe_7186","Probe_6486",0.718672190363463,TRUE,-0.131777844251776,TRUE
"Probe_7186--Probe_6813","Probe_7186","Probe_6813",0.819856776985504,TRUE,-0.0408719096925499,TRUE
"Probe_7186--Probe_13869","Probe_7186","Probe_13869",0.617799084364298,TRUE,-0.0893192545129099,TRUE
"Probe_7186--Probe_5186","Probe_7186","Probe_5186",0.671565861158518,TRUE,-0.20252180815906,TRUE
"Probe_7186--Probe_3720","Probe_7186","Probe_3720",0.785697524953704,TRUE,-0.0721287952968795,TRUE
"Probe_7186--Probe_6142","Probe_7186","Probe_6142",0.692789991368007,TRUE,-0.162949838605416,TRUE
"Probe_7186--Probe_3909","Probe_7186","Probe_3909",0.557693656925267,TRUE,-0.154219611592849,TRUE
"Probe_7186--Probe_11812","Probe_7186","Probe_11812",0.696891466056464,TRUE,0.140761551122749,TRUE
"Probe_7186--Probe_2452","Probe_7186","Probe_2452",0.687240701050034,TRUE,-0.123233412602518,TRUE
"Probe_7186--Probe_7001","Probe_7186","Probe_7001",0.398255060040283,TRUE,0.0444601303109438,TRUE
"Probe_6731--Probe_3597","Probe_6731","Probe_3597",0.70614873613469,TRUE,-0.257179990795162,TRUE
"Probe_6731--Probe_5729","Probe_6731","Probe_5729",0.88651636338814,TRUE,0.0952171200143206,TRUE
"Probe_6731--Probe_1995","Probe_6731","Probe_1995",0.534671184040882,TRUE,-0.452936234161629,TRUE
"Probe_6731--Probe_4454","Probe_6731","Probe_4454",0.878458565431992,TRUE,-0.0210077790180104,TRUE
"Probe_6731--Probe_4614","Probe_6731","Probe_4614",0.587254038933293,TRUE,-0.340260930392855,TRUE
"Probe_6731--Probe_14347","Probe_6731","Probe_14347",0.854577547645743,TRUE,0.43947609608012,TRUE
"Probe_6731--Probe_6457","Probe_6731","Probe_6457",0.795587733940958,TRUE,-0.202662529546778,TRUE
"Probe_6731--Probe_6732","Probe_6731","Probe_6732",0.379634054118579,TRUE,-0.461269196643858,TRUE
"Probe_6731--Probe_7889","Probe_6731","Probe_7889",0.484191534949368,TRUE,-0.550927650391828,TRUE
"Probe_6731--Probe_1009","Probe_6731","Probe_1009",0.763529429412772,TRUE,-0.272924333339546,TRUE
"Probe_6731--Probe_4351","Probe_6731","Probe_4351",0.686305433397394,TRUE,-0.294865634490583,TRUE
"Probe_6731--Probe_7096","Probe_6731","Probe_7096",0.849899055858854,TRUE,0.00709563448113809,TRUE
"Probe_6731--Probe_4602","Probe_6731","Probe_4602",0.791340113672675,TRUE,-0.18681918667546,TRUE
"Probe_6731--Probe_930","Probe_6731","Probe_930",0.88058687337067,TRUE,0.0637234033275875,TRUE
"Probe_6731--Probe_9236","Probe_6731","Probe_9236",0.689719549173579,TRUE,-0.141368826983579,TRUE
"Probe_6731--Probe_42","Probe_6731","Probe_42",0.772254822700662,TRUE,-0.204372403918233,TRUE
"Probe_6731--Probe_7182","Probe_6731","Probe_7182",0.772254822700662,TRUE,-0.204372403918233,TRUE
"Probe_6731--Probe_2799","Probe_6731","Probe_2799",0.846310477596363,TRUE,-0.198007565339254,TRUE
"Probe_6731--Probe_5989","Probe_6731","Probe_5989",0.499676643023207,TRUE,-0.298246398203391,TRUE
"Probe_6731--Probe_331","Probe_6731","Probe_331",0.74045008100953,TRUE,-0.111979029515851,TRUE
"Probe_6731--Probe_746","Probe_6731","Probe_746",0.879971727722884,TRUE,0.0216153816062737,TRUE
"Probe_6731--Probe_5320","Probe_6731","Probe_5320",0.823028724737367,TRUE,-0.0523408390983902,TRUE
"Probe_6731--Probe_3147","Probe_6731","Probe_3147",0.675394497644792,TRUE,-0.18701845147622,TRUE
"Probe_6731--Probe_1277","Probe_6731","Probe_1277",0.554164923520291,TRUE,-0.376735930037223,TRUE
"Probe_6731--Probe_2384","Probe_6731","Probe_2384",0.744664924592793,TRUE,-0.229268183734218,TRUE
"Probe_6731--Probe_928","Probe_6731","Probe_928",0.501884453527335,TRUE,-0.34708142833015,TRUE
"Probe_6731--Probe_8028","Probe_6731","Probe_8028",0.689633560624853,TRUE,-0.0601363497564598,TRUE
"Probe_6731--Probe_15809","Probe_6731","Probe_15809",0.702404401773416,TRUE,-0.192136729545384,TRUE
"Probe_6731--Probe_3365","Probe_6731","Probe_3365",0.751021312313782,TRUE,-0.193695708878669,TRUE
"Probe_6731--Probe_6729","Probe_6731","Probe_6729",0.741889089367133,TRUE,-0.168095713127024,TRUE
"Probe_6731--Probe_1090","Probe_6731","Probe_1090",0.808136079799911,TRUE,-0.196796610913817,TRUE
"Probe_6731--Probe_3539","Probe_6731","Probe_3539",0.730084614007613,TRUE,-0.246460568793723,TRUE
"Probe_6731--Probe_6486","Probe_6731","Probe_6486",0.710966379833559,TRUE,-0.229867329154946,TRUE
"Probe_6731--Probe_6813","Probe_6731","Probe_6813",0.799383557052568,TRUE,-0.245575961984031,TRUE
"Probe_6731--Probe_13869","Probe_6731","Probe_13869",0.614986480751568,TRUE,-0.142545538389661,TRUE
"Probe_6731--Probe_5186","Probe_6731","Probe_5186",0.684851173154767,TRUE,-0.201627173591241,TRUE
"Probe_6731--Probe_3720","Probe_6731","Probe_3720",0.790744977835235,TRUE,-0.108202822099167,TRUE
"Probe_6731--Probe_6142","Probe_6731","Probe_6142",0.718494249459399,TRUE,-0.0988730771304356,TRUE
"Probe_6731--Probe_3909","Probe_6731","Probe_3909",0.520596925457105,TRUE,-0.343037172513564,TRUE
"Probe_6731--Probe_11812","Probe_6731","Probe_11812",0.578104786622729,TRUE,-0.38415332077786,TRUE
"Probe_6731--Probe_2452","Probe_6731","Probe_2452",0.700071699707817,TRUE,-0.117015073793933,TRUE
"Probe_6731--Probe_7001","Probe_6731","Probe_7001",0.382569987253134,TRUE,-0.018527671629425,TRUE
"Probe_3597--Probe_5729","Probe_3597","Probe_5729",0.800846969757832,TRUE,0.245893653985801,TRUE
"Probe_3597--Probe_1995","Probe_3597","Probe_1995",0.924675391036976,TRUE,0.863124829669801,TRUE
"Probe_3597--Probe_4454","Probe_3597","Probe_4454",0.83085865721382,TRUE,0.374783663976293,TRUE
"Probe_3597--Probe_4614","Probe_3597","Probe_4614",0.972125335713742,TRUE,0.958969026512795,TRUE
"Probe_3597--Probe_14347","Probe_3597","Probe_14347",0.62595187087816,TRUE,-0.0900097847797519,TRUE
"Probe_3597--Probe_6457","Probe_3597","Probe_6457",0.960381271338134,TRUE,0.894574449222716,TRUE
"Probe_3597--Probe_6732","Probe_3597","Probe_6732",0.871413794552374,TRUE,0.872644917691115,TRUE
"Probe_3597--Probe_7889","Probe_3597","Probe_7889",0.757549068334378,TRUE,0.50647530483146,TRUE
"Probe_3597--Probe_1009","Probe_3597","Probe_1009",0.892233079885549,TRUE,0.661601685582806,TRUE
"Probe_3597--Probe_4351","Probe_3597","Probe_4351",0.937800896871296,TRUE,0.82893522873817,TRUE
"Probe_3597--Probe_7096","Probe_3597","Probe_7096",0.89394803845761,TRUE,0.657123890279723,TRUE
"Probe_3597--Probe_4602","Probe_3597","Probe_4602",0.936531583317818,TRUE,0.808905518980611,TRUE
"Probe_3597--Probe_930","Probe_3597","Probe_930",0.807338250415123,TRUE,0.279299683278294,TRUE
"Probe_3597--Probe_9236","Probe_3597","Probe_9236",0.819444843068395,TRUE,0.534081661025001,TRUE
"Probe_3597--Probe_42","Probe_3597","Probe_42",0.846911305773886,TRUE,0.514900409232659,TRUE
"Probe_3597--Probe_7182","Probe_3597","Probe_7182",0.846911305773886,TRUE,0.514900409232659,TRUE
"Probe_3597--Probe_2799","Probe_3597","Probe_2799",0.855452913479175,TRUE,0.494367313420467,TRUE
"Probe_3597--Probe_5989","Probe_3597","Probe_5989",0.937094724969132,TRUE,0.944661803960919,TRUE
"Probe_3597--Probe_331","Probe_3597","Probe_331",0.988153562237152,TRUE,0.966186393897843,TRUE
"Probe_3597--Probe_746","Probe_3597","Probe_746",0.858561448824367,TRUE,0.50671945045644,TRUE
"Probe_3597--Probe_5320","Probe_3597","Probe_5320",0.951715258157737,TRUE,0.865887789171535,TRUE
"Probe_3597--Probe_3147","Probe_3597","Probe_3147",0.983359679518773,TRUE,0.963336907402906,TRUE
"Probe_3597--Probe_1277","Probe_3597","Probe_1277",0.950958422493405,TRUE,0.923267131715911,TRUE
"Probe_3597--Probe_2384","Probe_3597","Probe_2384",0.982000297201012,TRUE,0.949502513167143,TRUE
"Probe_3597--Probe_928","Probe_3597","Probe_928",0.935152639222189,TRUE,0.929115023211626,TRUE
"Probe_3597--Probe_8028","Probe_3597","Probe_8028",0.882165603720435,TRUE,0.712813431011618,TRUE
"Probe_3597--Probe_15809","Probe_3597","Probe_15809",0.95695487548114,TRUE,0.883447234977679,TRUE
"Probe_3597--Probe_3365","Probe_3597","Probe_3365",0.974969802518181,TRUE,0.927969572720537,TRUE
"Probe_3597--Probe_6729","Probe_3597","Probe_6729",0.936740982111567,TRUE,0.814673298586046,TRUE
"Probe_3597--Probe_1090","Probe_3597","Probe_1090",0.933998946117274,TRUE,0.805504305396976,TRUE
"Probe_3597--Probe_3539","Probe_3597","Probe_3539",0.981869576598368,TRUE,0.947961343330149,TRUE
"Probe_3597--Probe_6486","Probe_3597","Probe_6486",0.984345791469579,TRUE,0.955776533231026,TRUE
"Probe_3597--Probe_6813","Probe_3597","Probe_6813",0.966217094889655,TRUE,0.923142753414481,TRUE
"Probe_3597--Probe_13869","Probe_3597","Probe_13869",0.954777805256419,TRUE,0.929704341938494,TRUE
"Probe_3597--Probe_5186","Probe_3597","Probe_5186",0.984266671051748,TRUE,0.961790059985486,TRUE
"Probe_3597--Probe_3720","Probe_3597","Probe_3720",0.979163186762074,TRUE,0.947761678962547,TRUE
"Probe_3597--Probe_6142","Probe_3597","Probe_6142",0.924939118271754,TRUE,0.797796955360144,TRUE
"Probe_3597--Probe_3909","Probe_3597","Probe_3909",0.94337818116108,TRUE,0.934220586051334,TRUE
"Probe_3597--Probe_11812","Probe_3597","Probe_11812",0.565318908955273,TRUE,-0.0133447995774226,TRUE
"Probe_3597--Probe_2452","Probe_3597","Probe_2452",0.982996337597388,TRUE,0.959274449597184,TRUE
"Probe_3597--Probe_7001","Probe_3597","Probe_7001",0.232754308056626,TRUE,-0.182052888535116,TRUE
"Probe_5729--Probe_1995","Probe_5729","Probe_1995",0.732754088415832,TRUE,0.357298793995931,TRUE
"Probe_5729--Probe_4454","Probe_5729","Probe_4454",0.94730148292474,TRUE,0.600708385482049,TRUE
"Probe_5729--Probe_4614","Probe_5729","Probe_4614",0.744279553869891,TRUE,0.328716684728967,TRUE
"Probe_5729--Probe_14347","Probe_5729","Probe_14347",0.755916272535456,TRUE,-0.0118189407103279,TRUE
"Probe_5729--Probe_6457","Probe_5729","Probe_6457",0.904228340082177,TRUE,0.497594640958373,TRUE
"Probe_5729--Probe_6732","Probe_5729","Probe_6732",0.605497002026166,TRUE,0.329959249781144,TRUE
"Probe_5729--Probe_7889","Probe_5729","Probe_7889",0.70858412312337,TRUE,0.339810264331027,TRUE
"Probe_5729--Probe_1009","Probe_5729","Probe_1009",0.894247728117524,TRUE,0.504944961602677,TRUE
"Probe_5729--Probe_4351","Probe_5729","Probe_4351",0.839128947038822,TRUE,0.455878033886543,TRUE
"Probe_5729--Probe_7096","Probe_5729","Probe_7096",0.949453779397125,TRUE,0.700469646098825,TRUE
"Probe_5729--Probe_4602","Probe_5729","Probe_4602",0.905344891300209,TRUE,0.524751802613456,TRUE
"Probe_5729--Probe_930","Probe_5729","Probe_930",0.982444017180427,TRUE,0.874741763521732,TRUE
"Probe_5729--Probe_9236","Probe_5729","Probe_9236",0.749555659304358,TRUE,0.165577580591155,TRUE
"Probe_5729--Probe_42","Probe_5729","Probe_42",0.885365128162585,TRUE,0.467636656726201,TRUE
"Probe_5729--Probe_7182","Probe_5729","Probe_7182",0.885365128162585,TRUE,0.467636656726201,TRUE
"Probe_5729--Probe_2799","Probe_5729","Probe_2799",0.966683647917224,TRUE,0.763950434927305,TRUE
"Probe_5729--Probe_5989","Probe_5729","Probe_5989",0.657439344391971,TRUE,0.297279319787881,TRUE
"Probe_5729--Probe_331","Probe_5729","Probe_331",0.815298740433274,TRUE,0.292360520352505,TRUE
"Probe_5729--Probe_746","Probe_5729","Probe_746",0.975963997631612,TRUE,0.822528000422157,TRUE
"Probe_5729--Probe_5320","Probe_5729","Probe_5320",0.901709913106496,TRUE,0.471541888108174,TRUE
"Probe_5729--Probe_3147","Probe_5729","Probe_3147",0.805568897994826,TRUE,0.413278820444855,TRUE
"Probe_5729--Probe_1277","Probe_5729","Probe_1277",0.740652711231299,TRUE,0.384088930365033,TRUE
"Probe_5729--Probe_2384","Probe_5729","Probe_2384",0.848254847304548,TRUE,0.355775508355069,TRUE
"Probe_5729--Probe_928","Probe_5729","Probe_928",0.688063888199172,TRUE,0.360721056143744,TRUE
"Probe_5729--Probe_8028","Probe_5729","Probe_8028",0.739249139285245,TRUE,0.187321115810895,TRUE
"Probe_5729--Probe_15809","Probe_5729","Probe_15809",0.795302756909442,TRUE,0.279196527309376,TRUE
"Probe_5729--Probe_3365","Probe_5729","Probe_3365",0.863088928586589,TRUE,0.429097628859844,TRUE
"Probe_5729--Probe_6729","Probe_5729","Probe_6729",0.81394241438157,TRUE,0.241146832813972,TRUE
"Probe_5729--Probe_1090","Probe_5729","Probe_1090",0.904608639699653,TRUE,0.462721560434973,TRUE
"Probe_5729--Probe_3539","Probe_5729","Probe_3539",0.838523546424328,TRUE,0.346767962355335,TRUE
"Probe_5729--Probe_6486","Probe_5729","Probe_6486",0.817722655991797,TRUE,0.324409376808156,TRUE
"Probe_5729--Probe_6813","Probe_5729","Probe_6813",0.899912223340473,TRUE,0.439212780559505,TRUE
"Probe_5729--Probe_13869","Probe_5729","Probe_13869",0.702793699699654,TRUE,0.232449617337673,TRUE
"Probe_5729--Probe_5186","Probe_5729","Probe_5186",0.775167732026,TRUE,0.245287203299068,TRUE
"Probe_5729--Probe_3720","Probe_5729","Probe_3720",0.863934327147901,TRUE,0.348602398969537,TRUE
"Probe_5729--Probe_6142","Probe_5729","Probe_6142",0.799853716373574,TRUE,0.310150431725725,TRUE
"Probe_5729--Probe_3909","Probe_5729","Probe_3909",0.689325570483881,TRUE,0.316079804669653,TRUE
"Probe_5729--Probe_11812","Probe_5729","Probe_11812",0.705582493826293,TRUE,0.177194024368776,TRUE
"Probe_5729--Probe_2452","Probe_5729","Probe_2452",0.784094580513452,TRUE,0.29271896354068,TRUE
"Probe_5729--Probe_7001","Probe_5729","Probe_7001",0.267742795937297,TRUE,-0.339556797384075,TRUE
"Probe_1995--Probe_4454","Probe_1995","Probe_4454",0.731966770447069,TRUE,0.353816971592322,TRUE
"Probe_1995--Probe_4614","Probe_1995","Probe_4614",0.96050015952104,TRUE,0.924194185311789,TRUE
"Probe_1995--Probe_14347","Probe_1995","Probe_14347",0.442458279862848,TRUE,-0.278866952005678,TRUE
"Probe_1995--Probe_6457","Probe_1995","Probe_6457",0.902009985050828,TRUE,0.863120960102418,TRUE
"Probe_1995--Probe_6732","Probe_1995","Probe_6732",0.972003303724614,TRUE,0.981531782779038,TRUE
"Probe_1995--Probe_7889","Probe_1995","Probe_7889",0.904946038196297,TRUE,0.827022769804052,TRUE
"Probe_1995--Probe_1009","Probe_1995","Probe_1009",0.833609643250271,TRUE,0.65759098284485,TRUE
"Probe_1995--Probe_4351","Probe_1995","Probe_4351",0.8896144573371,TRUE,0.780353924033161,TRUE
"Probe_1995--Probe_7096","Probe_1995","Probe_7096",0.852744075028952,TRUE,0.745282587365578,TRUE
"Probe_1995--Probe_4602","Probe_1995","Probe_4602",0.889984123078386,TRUE,0.821104119627061,TRUE
"Probe_1995--Probe_930","Probe_1995","Probe_930",0.733748228076513,TRUE,0.361247788940932,TRUE
"Probe_1995--Probe_9236","Probe_1995","Probe_9236",0.761887634751151,TRUE,0.507065720370364,TRUE
"Probe_1995--Probe_42","Probe_1995","Probe_42",0.827807311544435,TRUE,0.641229774432515,TRUE
"Probe_1995--Probe_7182","Probe_1995","Probe_7182",0.827807311544435,TRUE,0.641229774432515,TRUE
"Probe_1995--Probe_2799","Probe_1995","Probe_2799",0.822696790155601,TRUE,0.68308918883582,TRUE
"Probe_1995--Probe_5989","Probe_1995","Probe_5989",0.928484329866686,TRUE,0.883154261916668,TRUE
"Probe_1995--Probe_331","Probe_1995","Probe_331",0.89434119042741,TRUE,0.794387763449255,TRUE
"Probe_1995--Probe_746","Probe_1995","Probe_746",0.80761917362456,TRUE,0.639187234028358,TRUE
"Probe_1995--Probe_5320","Probe_1995","Probe_5320",0.853701878929354,TRUE,0.727060001224168,TRUE
"Probe_1995--Probe_3147","Probe_1995","Probe_3147",0.925535657222642,TRUE,0.855178542266588,TRUE
"Probe_1995--Probe_1277","Probe_1995","Probe_1277",0.979827282883855,TRUE,0.961945970350651,TRUE
"Probe_1995--Probe_2384","Probe_1995","Probe_2384",0.91449569989199,TRUE,0.854575885226815,TRUE
"Probe_1995--Probe_928","Probe_1995","Probe_928",0.966921552549435,TRUE,0.946508486942227,TRUE
"Probe_1995--Probe_8028","Probe_1995","Probe_8028",0.785991440273041,TRUE,0.566551167601882,TRUE
"Probe_1995--Probe_15809","Probe_1995","Probe_15809",0.895421272225441,TRUE,0.792783878113637,TRUE
"Probe_1995--Probe_3365","Probe_1995","Probe_3365",0.890751888501665,TRUE,0.795183110289104,TRUE
"Probe_1995--Probe_6729","Probe_1995","Probe_6729",0.837806424085157,TRUE,0.662071861665582,TRUE
"Probe_1995--Probe_1090","Probe_1995","Probe_1090",0.863266466489395,TRUE,0.763138487373399,TRUE
"Probe_1995--Probe_3539","Probe_1995","Probe_3539",0.922365570669191,TRUE,0.867397879114994,TRUE
"Probe_1995--Probe_6486","Probe_1995","Probe_6486",0.932486527797305,TRUE,0.880907039306063,TRUE
"Probe_1995--Probe_6813","Probe_1995","Probe_6813",0.898012069195214,TRUE,0.865780208164671,TRUE
"Probe_1995--Probe_13869","Probe_1995","Probe_13869",0.898799524215266,TRUE,0.808203509272387,TRUE
"Probe_1995--Probe_5186","Probe_1995","Probe_5186",0.914748378397923,TRUE,0.833411990821594,TRUE
"Probe_1995--Probe_3720","Probe_1995","Probe_3720",0.873610812592142,TRUE,0.764574712298436,TRUE
"Probe_1995--Probe_6142","Probe_1995","Probe_6142",0.824357266556669,TRUE,0.635102672793232,TRUE
"Probe_1995--Probe_3909","Probe_1995","Probe_3909",0.96046114214644,TRUE,0.931381121603519,TRUE
"Probe_1995--Probe_11812","Probe_1995","Probe_11812",0.684230855349814,TRUE,0.385601309890907,TRUE
"Probe_1995--Probe_2452","Probe_1995","Probe_2452",0.91071983729264,TRUE,0.824441849727132,TRUE
"Probe_1995--Probe_7001","Probe_1995","Probe_7001",0.129162194209485,TRUE,-0.230789987360173,TRUE
"Probe_4454--Probe_4614","Probe_4454","Probe_4614",0.762830792928927,TRUE,0.399932584807337,TRUE
"Probe_4454--Probe_14347","Probe_4454","Probe_14347",0.691950463511395,TRUE,-0.352225581120902,TRUE
"Probe_4454--Probe_6457","Probe_4454","Probe_6457",0.928323259420532,TRUE,0.629560622108639,TRUE
"Probe_4454--Probe_6732","Probe_4454","Probe_6732",0.598919762533268,TRUE,0.311731062254474,TRUE
"Probe_4454--Probe_7889","Probe_4454","Probe_7889",0.655613755639371,TRUE,0.140311979189436,TRUE
"Probe_4454--Probe_1009","Probe_4454","Probe_1009",0.949724272039118,TRUE,0.804615755256821,TRUE
"Probe_4454--Probe_4351","Probe_4454","Probe_4351",0.856335222507952,TRUE,0.533105216551769,TRUE
"Probe_4454--Probe_7096","Probe_4454","Probe_7096",0.919772697751742,TRUE,0.501946086566216,TRUE
"Probe_4454--Probe_4602","Probe_4454","Probe_4602",0.848875704461133,TRUE,0.19014620665395,TRUE
"Probe_4454--Probe_930","Probe_4454","Probe_930",0.975787057048127,TRUE,0.820917625433269,TRUE
"Probe_4454--Probe_9236","Probe_4454","Probe_9236",0.685553363448964,TRUE,-0.129162833255162,TRUE
"Probe_4454--Probe_42","Probe_4454","Probe_42",0.827778195603823,TRUE,0.14312097737125,TRUE
"Probe_4454--Probe_7182","Probe_4454","Probe_7182",0.827778195603823,TRUE,0.14312097737125,TRUE
"Probe_4454--Probe_2799","Probe_4454","Probe_2799",0.964966266206771,TRUE,0.742199097175055,TRUE
"Probe_4454--Probe_5989","Probe_4454","Probe_5989",0.682167038999877,TRUE,0.385465343599845,TRUE
"Probe_4454--Probe_331","Probe_4454","Probe_331",0.835651137955998,TRUE,0.378353707777908,TRUE
"Probe_4454--Probe_746","Probe_4454","Probe_746",0.967807097297459,TRUE,0.750900862248612,TRUE
"Probe_4454--Probe_5320","Probe_4454","Probe_5320",0.895208882270817,TRUE,0.419966716298536,TRUE
"Probe_4454--Probe_3147","Probe_4454","Probe_3147",0.803767712930188,TRUE,0.403396853721085,TRUE
"Probe_4454--Probe_1277","Probe_4454","Probe_1277",0.732947987166525,TRUE,0.355026657816264,TRUE
"Probe_4454--Probe_2384","Probe_4454","Probe_2384",0.846760686645032,TRUE,0.336652583234308,TRUE
"Probe_4454--Probe_928","Probe_4454","Probe_928",0.683244588503672,TRUE,0.345443828918845,TRUE
"Probe_4454--Probe_8028","Probe_4454","Probe_8028",0.683138096066533,TRUE,-0.0627790321882943,TRUE
"Probe_4454--Probe_15809","Probe_4454","Probe_15809",0.769893693497583,TRUE,0.152121432948968,TRUE
"Probe_4454--Probe_3365","Probe_4454","Probe_3365",0.888102625345306,TRUE,0.549630084341127,TRUE
