"branch","p","G","radius_prop","mean_eta_B_waba","mean_eta_B_int","mean_delta_eta_B","reclassified_count","reclassified_prop","mean_E_R_het_int"
"top50",50,1.13854349886448,0.121684853501565,0.840128952994874,0.855925626286077,0.0157966732912031,0,0,0.32895032113841
"all_genes",16063,1.79023697471003,0.441414732168642,0.527693460174507,0.654856253078473,0.127162792903967,6640,0.413372346386105,0.308665951270903
